cluster_id,node_type,entity_id
256,user,USR11374
256,merchant,MCH7360
256,user,USR60006
257,user,USR11385
257,user,USR27103
257,merchant,MCH9400
258,user,USR11386
258,user,USR56743
258,user,USR53746
258,user,USR94237
258,merchant,MCH8063
259,user,USR64461
259,user,USR80151
259,user,USR43844
259,user,USR11398
259,merchant,MCH2425
259,user,USR92773
259,user,USR78391
259,user,USR38577
259,merchant,MCH7652
260,merchant,MCH9982
260,user,USR40549
260,user,USR11399
261,user,USR11403
261,merchant,MCH6604
261,user,USR62601
262,merchant,MCH2877
262,user,USR74187
262,user,USR59052
262,user,USR11411
263,user,USR20486
263,user,USR43509
263,user,USR40225
263,user,USR35726
263,merchant,MCH5306
263,user,USR11430
264,merchant,MCH5489
264,user,USR58080
264,user,USR11448
265,user,USR11449
265,merchant,MCH6980
265,user,USR29080
265,merchant,MCH7775
265,user,USR61445
265,user,USR51538
265,merchant,MCH4102
265,merchant,MCH4998
265,user,USR43105
265,user,USR25507
265,user,USR64038
265,merchant,MCH5600
265,user,USR60096
265,user,USR24044
265,user,USR80376
265,user,USR67012
265,user,USR74999
265,user,USR23272
266,user,USR11452
266,merchant,MCH7477
266,user,USR12571
267,user,USR76088
267,user,USR92655
267,merchant,MCH7647
267,user,USR11453
268,merchant,MCH9274
268,user,USR29099
268,user,USR11457
268,user,USR92868
269,merchant,MCH1118
269,user,USR50189
269,user,USR25307
269,user,USR90513
269,user,USR11467
269,merchant,MCH7543
269,user,USR62509
269,user,USR91405
270,user,USR11468
270,merchant,MCH2254
270,user,USR52567
270,user,USR87013
270,merchant,MCH3011
271,user,USR11469
271,merchant,MCH3484
271,user,USR48375
271,user,USR96099
271,merchant,MCH4427
271,user,USR23741
271,user,USR81139
272,user,USR28255
272,user,USR78005
272,user,USR54106
272,user,USR91311
272,user,USR11482
272,merchant,MCH2161
272,merchant,MCH8100
273,user,USR11487
273,user,USR96575
273,merchant,MCH2950
274,merchant,MCH5829
274,user,USR68794
274,user,USR82479
274,user,USR33988
274,merchant,MCH4795
274,merchant,MCH6130
274,user,USR60764
274,user,USR16190
274,user,USR11488
275,user,USR11500
275,merchant,MCH5774
276,merchant,MCH3862
276,user,USR49687
276,user,USR11518
277,user,USR87360
277,user,USR60837
277,merchant,MCH8697
277,user,USR81771
277,user,USR11531
278,user,USR11535
278,merchant,MCH2684
278,merchant,MCH1826
278,user,USR15975
279,user,USR11540
279,user,USR23438
279,merchant,MCH1618
279,user,USR74915
279,user,USR73318
280,user,USR11548
280,user,USR21318
280,merchant,MCH6909
280,user,USR53273
281,user,USR11558
281,user,USR81116
281,merchant,MCH1929
281,user,USR56042
281,merchant,MCH4130
281,merchant,MCH3130
281,user,USR36575
281,user,USR88241
281,user,USR16229
281,user,USR11684
281,user,USR40077
281,user,USR74418
281,merchant,MCH4055
281,merchant,MCH9432
281,user,USR80420
281,merchant,MCH7328
281,user,USR87355
281,user,USR52661
281,user,USR17430
281,user,USR71242
281,user,USR43187
281,merchant,MCH7953
281,user,USR77901
281,user,USR74177
281,user,USR68090
282,user,USR11933
282,user,USR11559
282,user,USR21535
282,merchant,MCH4841
283,user,USR95224
283,user,USR84062
283,user,USR95646
283,merchant,MCH6769
283,user,USR11572
283,user,USR75979
283,merchant,MCH5230
284,user,USR91254
284,user,USR36034
284,user,USR98293
284,user,USR88323
284,merchant,MCH5226
284,user,USR13301
284,user,USR11575
284,merchant,MCH4980
285,user,USR48361
285,user,USR71538
285,merchant,MCH4564
285,user,USR16423
285,user,USR33003
285,user,USR55464
285,user,USR71536
285,user,USR80564
285,user,USR11577
285,merchant,MCH3347
286,user,USR60700
286,user,USR20517
286,user,USR11581
286,merchant,MCH5006
287,user,USR41483
287,user,USR25653
287,user,USR21623
287,merchant,MCH6409
287,user,USR11584
287,merchant,MCH9333
288,user,USR83565
288,user,USR32935
288,user,USR62452
288,merchant,MCH3298
288,user,USR97534
288,user,USR58535
288,user,USR84463
288,user,USR17108
288,user,USR55782
288,merchant,MCH8891
288,user,USR85442
288,user,USR11586
288,user,USR59674
288,user,USR64595
288,merchant,MCH2103
289,user,USR43305
289,user,USR11587
289,merchant,MCH1555
289,user,USR47334
290,user,USR67544
290,merchant,MCH5163
290,merchant,MCH7784
290,user,USR35509
290,user,USR56693
290,user,USR11588
290,user,USR98526
291,user,USR97420
291,merchant,MCH1717
291,user,USR11592
291,user,USR31566
292,merchant,MCH7871
292,user,USR22615
292,user,USR11603
293,merchant,MCH7492
293,user,USR11615
293,user,USR58769
294,user,USR11618
294,user,USR51195
294,merchant,MCH2334
294,merchant,MCH1518
294,user,USR13544
295,user,USR79518
295,user,USR42118
295,user,USR23616
295,merchant,MCH9606
295,user,USR11619
295,merchant,MCH2536
295,user,USR89343
295,user,USR18213
296,merchant,MCH2941
296,user,USR11620
297,user,USR46890
297,merchant,MCH1439
297,user,USR54708
297,user,USR33427
297,user,USR36422
297,user,USR58773
297,user,USR86798
297,user,USR59068
297,user,USR72324
297,user,USR58283
297,merchant,MCH7992
297,merchant,MCH9533
297,user,USR99211
297,user,USR99880
297,merchant,MCH9412
297,merchant,MCH5300
297,user,USR83227
297,user,USR11624
297,user,USR93737
297,user,USR60836
297,user,USR21016
297,user,USR57342
297,user,USR69938
297,user,USR98369
297,user,USR21190
297,user,USR82608
298,merchant,MCH9304
298,user,USR11627
298,user,USR31146
299,user,USR34465
299,merchant,MCH4152
299,user,USR69522
299,user,USR11631
300,user,USR11632
300,user,USR86487
300,merchant,MCH2011
300,user,USR65442
300,user,USR91676
300,user,USR82803
301,user,USR87242
301,user,USR11647
301,merchant,MCH4105
301,user,USR25428
302,user,USR42989
302,user,USR11648
302,user,USR26758
302,user,USR84000
302,merchant,MCH3749
303,user,USR23561
303,user,USR63272
303,user,USR11651
303,merchant,MCH9505
303,user,USR75289
304,user,USR11653
304,user,USR82091
304,user,USR35856
304,merchant,MCH1514
304,user,USR97394
304,user,USR21546
305,user,USR65289
305,user,USR11666
305,user,USR23891
305,user,USR43725
305,user,USR96943
305,merchant,MCH3000
305,merchant,MCH8698
305,user,USR70249
305,user,USR57523
306,merchant,MCH9082
306,user,USR43303
306,user,USR11667
307,merchant,MCH6301
307,user,USR64344
307,user,USR11686
308,merchant,MCH9988
308,user,USR89121
308,user,USR46847
308,user,USR11694
309,user,USR47737
309,user,USR49580
309,merchant,MCH2847
309,merchant,MCH8741
309,user,USR11697
310,merchant,MCH7020
310,user,USR58829
310,user,USR67372
310,merchant,MCH7228
310,user,USR47386
310,user,USR11699
310,user,USR32980
310,merchant,MCH4068
310,user,USR43557
310,user,USR68934
310,user,USR86483
311,user,USR17849
311,merchant,MCH1469
311,user,USR57810
311,user,USR11703
312,user,USR11709
312,merchant,MCH9981
312,user,USR31176
312,user,USR72967
312,merchant,MCH4468
312,user,USR50499
312,merchant,MCH5073
312,user,USR27358
312,user,USR46105
313,user,USR11710
313,merchant,MCH3009
313,user,USR43666
313,user,USR49048
313,user,USR86048
314,user,USR11719
314,merchant,MCH6043
315,merchant,MCH6095
315,user,USR36504
315,user,USR71735
315,merchant,MCH5834
315,user,USR54602
315,user,USR13825
315,user,USR11720
316,user,USR11726
316,user,USR18722
316,user,USR64571
316,user,USR83147
316,user,USR65511
316,merchant,MCH6415
316,user,USR24688
316,merchant,MCH2577
316,user,USR24637
316,user,USR68748
316,merchant,MCH6456
317,user,USR18456
317,user,USR85192
317,user,USR18563
317,user,USR11739
317,user,USR44729
317,merchant,MCH7799
317,merchant,MCH7002
318,merchant,MCH2881
318,user,USR53333
318,user,USR80447
318,user,USR76254
318,merchant,MCH5091
318,merchant,MCH9599
318,user,USR44166
318,user,USR11741
318,user,USR19554
318,user,USR99474
318,merchant,MCH1206
318,user,USR68459
318,user,USR85246
318,user,USR83482
318,user,USR63860
318,user,USR86473
319,merchant,MCH1383
319,user,USR67008
319,user,USR11757
319,user,USR86687
319,merchant,MCH3990
319,user,USR94800
319,user,USR53666
319,merchant,MCH3522
319,user,USR47963
319,merchant,MCH7557
319,merchant,MCH9335
319,user,USR19227
319,merchant,MCH9107
319,user,USR87435
319,merchant,MCH1155
319,user,USR30201
319,user,USR13963
319,user,USR13893
319,merchant,MCH8822
319,user,USR68412
319,user,USR78770
319,user,USR61076
319,merchant,MCH9556
319,user,USR39385
319,user,USR72683
319,user,USR72215
319,user,USR99526
319,user,USR46882
320,user,USR43447
320,merchant,MCH6659
320,user,USR77386
320,merchant,MCH8126
320,merchant,MCH8117
320,user,USR11762
320,user,USR52630
320,user,USR89004
320,user,USR91100
320,user,USR91204
320,user,USR17450
320,user,USR88018
320,user,USR87769
320,user,USR94984
320,user,USR80451
320,merchant,MCH9905
320,user,USR25917
321,user,USR39928
321,merchant,MCH5951
321,user,USR11766
322,merchant,MCH6376
322,merchant,MCH7998
322,merchant,MCH6499
322,merchant,MCH8048
322,user,USR81492
322,user,USR97821
322,user,USR98403
322,user,USR93763
322,merchant,MCH4888
322,user,USR55871
322,user,USR34952
322,user,USR77392
322,user,USR97409
322,user,USR63378
322,user,USR65422
322,merchant,MCH4871
322,merchant,MCH6481
322,user,USR90010
322,user,USR26342
322,user,USR27616
322,user,USR29277
322,user,USR11770
322,user,USR28543
322,user,USR77471
322,user,USR90963
323,merchant,MCH4192
323,user,USR18817
323,user,USR11775
324,user,USR62617
324,user,USR85657
324,merchant,MCH3437
324,user,USR11776
325,merchant,MCH5330
325,user,USR38540
325,user,USR39808
325,user,USR11785
326,user,USR11801
326,user,USR49423
326,user,USR36176
326,user,USR71579
326,merchant,MCH5287
326,user,USR87808
326,user,USR43073
327,user,USR94935
327,merchant,MCH8111
327,merchant,MCH8895
327,user,USR11803
328,user,USR96023
328,user,USR71384
328,user,USR99515
328,user,USR22369
328,merchant,MCH8228
328,user,USR82502
328,user,USR33936
328,user,USR83744
328,user,USR29857
328,merchant,MCH3301
328,user,USR47873
328,user,USR66968
328,user,USR11804
328,user,USR46639
328,user,USR36902
328,merchant,MCH8216
328,merchant,MCH5378
328,user,USR87162
328,user,USR33814
328,merchant,MCH3410
328,merchant,MCH4929
328,user,USR13890
329,user,USR11810
329,merchant,MCH1581
329,user,USR48765
330,merchant,MCH9902
330,user,USR66588
330,merchant,MCH4893
330,user,USR80092
330,user,USR34905
330,user,USR40428
330,merchant,MCH9334
330,user,USR22776
330,user,USR76296
330,user,USR64723
330,user,USR85929
330,user,USR64839
330,user,USR92429
330,user,USR49486
330,user,USR11814
330,merchant,MCH9870
331,user,USR96168
331,user,USR85783
331,user,USR13767
331,merchant,MCH9846
331,user,USR17774
331,user,USR35594
331,merchant,MCH2284
331,merchant,MCH8318
331,user,USR11823
332,user,USR77627
332,user,USR83841
332,user,USR23118
332,user,USR64454
332,user,USR17130
332,user,USR31260
332,merchant,MCH1608
332,merchant,MCH6696
332,user,USR24122
332,user,USR56481
332,merchant,MCH6785
332,user,USR11825
333,user,USR11827
333,user,USR87667
333,user,USR52688
333,merchant,MCH5255
333,user,USR49348
333,user,USR53534
333,user,USR62852
333,merchant,MCH6982
333,merchant,MCH6071
333,merchant,MCH2940
333,user,USR14328
333,merchant,MCH5874
333,user,USR45740
333,user,USR27307
333,user,USR90349
333,user,USR37005
333,user,USR71654
334,user,USR53940
334,user,USR11833
334,user,USR58619
334,merchant,MCH7496
334,merchant,MCH9095
334,user,USR40814
334,user,USR94887
334,user,USR95075
334,merchant,MCH9913
334,user,USR62220
334,merchant,MCH4195
335,user,USR11836
335,user,USR41713
335,merchant,MCH5759
335,user,USR38261
335,user,USR95314
336,user,USR11856
336,user,USR70902
336,user,USR24437
336,merchant,MCH1818
336,user,USR72421
337,user,USR61960
337,user,USR90778
337,user,USR86639
337,user,USR69383
337,user,USR63240
337,user,USR66788
337,user,USR97030
337,user,USR97164
337,user,USR30387
337,user,USR12366
337,user,USR91534
337,merchant,MCH1764
337,merchant,MCH6767
337,user,USR11862
337,user,USR79278
337,merchant,MCH7914
337,merchant,MCH7280
337,user,USR68302
337,user,USR32669
337,merchant,MCH5740
337,merchant,MCH6861
337,user,USR29030
337,user,USR56567
337,user,USR71434
337,user,USR92458
337,merchant,MCH2034
337,user,USR32661
337,user,USR84961
337,merchant,MCH9743
338,user,USR19159
338,user,USR32680
338,user,USR76694
338,user,USR81826
338,merchant,MCH2767
338,user,USR34997
338,merchant,MCH1351
338,user,USR87396
338,merchant,MCH8620
338,merchant,MCH3122
338,user,USR71946
338,user,USR11865
338,user,USR97349
339,user,USR83790
339,user,USR11877
339,user,USR28983
339,user,USR76828
339,merchant,MCH5034
339,user,USR23422
340,user,USR53611
340,user,USR76549
340,user,USR72746
340,user,USR11880
340,merchant,MCH5407
341,user,USR59190
341,user,USR70435
341,user,USR11881
341,merchant,MCH3291
342,merchant,MCH2627
342,user,USR59358
342,user,USR51714
342,user,USR43697
342,user,USR11889
342,merchant,MCH1622
343,user,USR86232
343,user,USR11906
343,merchant,MCH4155
343,user,USR51945
344,user,USR13157
344,user,USR98946
344,user,USR69889
344,user,USR58931
344,user,USR20053
344,merchant,MCH8171
344,user,USR31748
344,user,USR70271
344,user,USR58433
344,user,USR30457
344,merchant,MCH2983
344,user,USR11909
344,merchant,MCH6536
344,user,USR63025
344,user,USR74674
344,user,USR71067
345,user,USR84422
345,user,USR39016
345,user,USR11925
345,merchant,MCH9949
346,user,USR55926
346,user,USR33990
346,merchant,MCH1756
346,user,USR11927
346,user,USR12913
347,user,USR72416
347,user,USR96135
347,user,USR71646
347,user,USR33886
347,user,USR46379
347,merchant,MCH6986
347,user,USR58705
347,merchant,MCH6907
347,merchant,MCH5390
347,user,USR11930
347,user,USR72828
347,user,USR78955
347,user,USR31879
348,user,USR11936
348,merchant,MCH8352
348,user,USR36205
348,user,USR77585
349,user,USR11937
349,user,USR14927
349,merchant,MCH1861
349,user,USR30416
350,merchant,MCH7153
350,user,USR38387
350,user,USR11944
351,user,USR81010
351,user,USR98473
351,user,USR99175
351,merchant,MCH8661
351,user,USR75934
351,user,USR98095
351,merchant,MCH9123
351,user,USR88846
351,merchant,MCH4180
351,user,USR11951
352,user,USR11953
352,merchant,MCH4494
352,user,USR64957
353,user,USR11954
353,merchant,MCH2505
353,user,USR39087
353,user,USR97161
354,merchant,MCH6192
354,user,USR11956
355,merchant,MCH8885
355,user,USR19902
355,user,USR11958
355,merchant,MCH5622
355,user,USR81931
355,user,USR93006
356,merchant,MCH5646
356,user,USR11967
357,user,USR24543
357,user,USR72087
357,user,USR11971
357,user,USR74580
357,user,USR42048
357,user,USR59535
357,user,USR22067
357,merchant,MCH7658
357,merchant,MCH5508
357,merchant,MCH3212
358,user,USR39590
358,user,USR92968
358,user,USR11996
358,user,USR59404
358,merchant,MCH9822
359,merchant,MCH6969
359,user,USR12011
359,user,USR72162
360,user,USR12018
360,user,USR31435
360,user,USR95344
360,merchant,MCH8116
361,user,USR35380
361,user,USR94673
361,merchant,MCH8824
361,user,USR12021
361,user,USR24920
362,user,USR67636
362,merchant,MCH2728
362,merchant,MCH4593
362,user,USR42198
362,user,USR12026
363,user,USR12040
363,merchant,MCH4406
363,user,USR12348
363,user,USR72963
364,merchant,MCH6744
364,user,USR12043
364,user,USR97614
364,user,USR30377
364,merchant,MCH2989
364,user,USR22260
364,user,USR90727
364,merchant,MCH7272
364,merchant,MCH4548
364,user,USR60430
364,user,USR76301
364,user,USR27447
364,user,USR60666
364,user,USR45690
365,user,USR74166
365,merchant,MCH2568
365,user,USR80798
365,user,USR12054
365,user,USR47491
366,user,USR69085
366,user,USR12067
366,merchant,MCH5533
367,merchant,MCH8007
367,user,USR12070
368,user,USR12073
368,merchant,MCH4813
368,user,USR77095
369,merchant,MCH7864
369,user,USR34179
369,user,USR12077
370,user,USR45102
370,merchant,MCH3578
370,merchant,MCH9177
370,user,USR95255
370,user,USR12087
370,user,USR27631
370,user,USR29782
370,user,USR12785
370,user,USR51084
371,user,USR37004
371,user,USR12088
371,merchant,MCH6554
371,user,USR39520
372,merchant,MCH8052
372,user,USR89331
372,user,USR35351
372,merchant,MCH8897
372,user,USR62531
372,user,USR12090
372,merchant,MCH4765
372,user,USR53745
372,user,USR59060
372,user,USR46807
372,user,USR57798
372,user,USR69930
372,user,USR50386
372,user,USR58030
372,user,USR65023
372,merchant,MCH7187
373,merchant,MCH6393
373,user,USR61593
373,user,USR12091
374,user,USR86188
374,user,USR80160
374,merchant,MCH8221
374,user,USR57324
374,user,USR12097
374,user,USR17542
374,merchant,MCH2397
374,user,USR41836
374,merchant,MCH8454
374,user,USR21141
374,user,USR19350
374,user,USR21892
375,user,USR54747
375,user,USR42767
375,user,USR12101
375,user,USR72274
375,user,USR52469
375,user,USR79990
375,user,USR61710
375,user,USR43450
375,merchant,MCH1248
375,merchant,MCH3146
375,merchant,MCH8870
376,user,USR14010
376,user,USR65822
376,user,USR12104
376,merchant,MCH2356
377,user,USR29739
377,user,USR12871
377,user,USR28958
377,merchant,MCH8668
377,merchant,MCH3125
377,user,USR37202
377,user,USR26622
377,user,USR32125
377,user,USR32412
377,user,USR27725
377,merchant,MCH3746
377,user,USR15287
377,user,USR87039
377,user,USR12107
377,merchant,MCH2497
378,user,USR45338
378,user,USR66186
378,merchant,MCH8104
378,user,USR12118
378,merchant,MCH7946
379,user,USR43072
379,user,USR28611
379,user,USR52141
379,user,USR12120
379,merchant,MCH2297
379,user,USR70017
379,user,USR97097
379,user,USR49818
379,user,USR56488
379,user,USR58235
379,merchant,MCH3189
379,merchant,MCH6097
379,user,USR90135
379,merchant,MCH9748
379,user,USR42432
380,user,USR12123
380,merchant,MCH1293
380,user,USR88082
380,merchant,MCH2265
380,user,USR66151
380,user,USR13933
381,user,USR12125
381,user,USR46198
381,user,USR25187
381,merchant,MCH3360
382,user,USR22042
382,user,USR31177
382,merchant,MCH3312
382,user,USR88683
382,user,USR21239
382,user,USR12128
382,user,USR22994
382,merchant,MCH2632
382,user,USR73690
382,merchant,MCH8043
382,user,USR76903
383,merchant,MCH7348
383,merchant,MCH6555
383,user,USR33874
383,merchant,MCH7523
383,user,USR54510
383,user,USR62162
383,user,USR12702
383,user,USR12133
383,user,USR64914
384,user,USR12134
384,user,USR95367
384,merchant,MCH2028
384,user,USR51958
385,user,USR60783
385,user,USR91410
385,merchant,MCH8613
385,merchant,MCH2713
385,user,USR94012
385,merchant,MCH3467
385,user,USR28970
385,user,USR12135
385,user,USR92128
385,user,USR44033
386,merchant,MCH2121
386,user,USR12146
387,user,USR72515
387,merchant,MCH6100
387,user,USR12147
388,user,USR96844
388,merchant,MCH7411
388,merchant,MCH8282
388,user,USR15397
388,user,USR23402
388,user,USR18109
388,user,USR28926
388,user,USR86395
388,user,USR39771
388,user,USR34417
388,user,USR49755
388,merchant,MCH3833
388,user,USR55123
388,merchant,MCH6240
388,user,USR77488
388,user,USR20218
388,user,USR88091
388,user,USR30751
388,merchant,MCH8814
388,user,USR14263
388,user,USR37251
388,user,USR22060
388,user,USR12148
388,user,USR23303
388,user,USR60966
388,user,USR94173
388,merchant,MCH7036
389,user,USR46150
389,user,USR17917
389,user,USR28342
389,user,USR67537
389,user,USR93154
389,user,USR12389
389,user,USR27790
389,user,USR31174
389,user,USR47525
389,user,USR91417
389,user,USR12149
389,merchant,MCH6988
389,merchant,MCH1015
390,merchant,MCH2674
390,user,USR12153
391,user,USR22917
391,user,USR41763
391,user,USR94410
391,user,USR39048
391,user,USR67763
391,user,USR29278
391,user,USR66479
391,user,USR52225
391,user,USR13790
391,merchant,MCH4190
391,user,USR99699
391,merchant,MCH3775
391,merchant,MCH7365
391,merchant,MCH6976
391,user,USR79414
391,user,USR12155
391,merchant,MCH2987
391,user,USR61796
391,user,USR99996
391,user,USR54433
391,user,USR83887
392,merchant,MCH3096
392,user,USR60475
392,user,USR12185
392,user,USR84098
393,merchant,MCH9903
393,user,USR25992
393,user,USR59522
393,user,USR12186
394,user,USR12191
394,user,USR44442
394,merchant,MCH2493
395,merchant,MCH9224
395,user,USR60708
395,user,USR12194
395,user,USR67033
395,user,USR54813
396,merchant,MCH1600
396,user,USR12198
397,merchant,MCH6841
397,user,USR96676
397,user,USR79590
397,user,USR47927
397,user,USR51408
397,merchant,MCH9012
397,user,USR45783
397,user,USR29615
397,user,USR89276
397,merchant,MCH6406
397,user,USR61277
397,user,USR31245
397,merchant,MCH9150
397,user,USR34344
397,merchant,MCH5421
397,user,USR39468
397,user,USR62231
397,user,USR63806
397,user,USR12207
397,user,USR88768
397,user,USR71669
397,merchant,MCH4677
398,user,USR77735
398,merchant,MCH2163
398,user,USR36238
398,user,USR12209
398,user,USR14115
398,user,USR68697
399,merchant,MCH1917
399,user,USR52346
399,user,USR61673
399,user,USR12213
399,user,USR70007
400,merchant,MCH2440
400,user,USR67654
400,merchant,MCH6948
400,user,USR63213
400,user,USR70689
400,merchant,MCH4239
400,user,USR28459
400,merchant,MCH7490
400,user,USR57581
400,user,USR43853
400,user,USR32497
400,merchant,MCH9341
400,user,USR54593
400,user,USR25636
400,user,USR92063
400,user,USR53151
400,user,USR37019
400,user,USR19104
400,user,USR53783
400,user,USR88387
400,user,USR93535
400,merchant,MCH1585
400,user,USR59734
400,user,USR45452
400,user,USR70030
400,user,USR27277
400,user,USR55146
400,user,USR84838
400,user,USR12214
400,user,USR69151
400,user,USR91526
400,user,USR43897
400,user,USR54556
400,merchant,MCH4692
400,merchant,MCH3454
400,merchant,MCH7466
400,merchant,MCH8833
400,user,USR77852
400,user,USR85233
401,user,USR45508
401,user,USR12215
401,user,USR41549
401,merchant,MCH2961
401,user,USR87399
402,user,USR12216
402,merchant,MCH7820
402,user,USR57706
403,merchant,MCH5142
403,user,USR24804
403,user,USR65673
403,user,USR12222
403,user,USR63502
403,user,USR80622
404,merchant,MCH2702
404,user,USR31848
404,user,USR96150
404,user,USR12223
405,merchant,MCH3427
405,user,USR12226
405,user,USR45627
406,user,USR12227
406,user,USR31084
406,merchant,MCH8801
407,user,USR12230
407,merchant,MCH8423
407,user,USR22293
408,user,USR52917
408,merchant,MCH1804
408,user,USR12238
409,user,USR12239
409,user,USR45218
409,user,USR56448
409,merchant,MCH8515
410,user,USR25876
410,user,USR12242
410,merchant,MCH5585
411,user,USR12243
411,user,USR22979
411,user,USR55964
411,merchant,MCH8217
411,user,USR86386
411,user,USR15333
412,merchant,MCH1263
412,user,USR29449
412,user,USR12244
412,merchant,MCH8663
412,user,USR43260
412,user,USR22252
412,merchant,MCH9248
412,merchant,MCH9896
412,user,USR70550
412,user,USR51996
412,merchant,MCH6892
412,user,USR67624
412,merchant,MCH1719
412,user,USR83512
412,user,USR34341
413,merchant,MCH8355
413,user,USR32615
413,user,USR12247
414,merchant,MCH1013
414,user,USR70604
414,user,USR12248
415,user,USR48290
415,user,USR12251
415,merchant,MCH8687
416,user,USR22359
416,user,USR12252
416,merchant,MCH7027
416,user,USR60969
416,merchant,MCH4542
417,merchant,MCH5943
417,user,USR91902
417,user,USR44862
417,merchant,MCH8794
417,merchant,MCH5446
417,user,USR36079
417,user,USR70461
417,merchant,MCH5451
417,user,USR43533
417,user,USR12753
417,user,USR28460
417,user,USR12253
417,merchant,MCH9267
417,user,USR31416
417,merchant,MCH8714
417,merchant,MCH6395
417,user,USR55886
417,merchant,MCH5987
417,user,USR12644
417,merchant,MCH1035
417,user,USR39311
417,user,USR96684
417,user,USR61171
417,user,USR89311
417,user,USR19921
417,user,USR34851
417,user,USR67087
417,user,USR97014
417,user,USR60718
417,user,USR43629
417,user,USR45418
417,user,USR62233
417,user,USR35637
417,user,USR15156
418,user,USR12263
418,merchant,MCH1026
418,user,USR99700
418,user,USR73637
418,user,USR16990
418,user,USR59827
419,user,USR36784
419,user,USR14339
419,user,USR55178
419,user,USR12265
419,merchant,MCH4042
419,user,USR89465
420,merchant,MCH3120
420,user,USR14363
420,user,USR12272
421,user,USR12273
421,user,USR38417
421,user,USR36163
421,merchant,MCH1323
422,merchant,MCH9145
422,user,USR12280
423,user,USR58663
423,user,USR69555
423,merchant,MCH6528
423,user,USR12284
424,merchant,MCH7011
424,user,USR12285
425,user,USR93079
425,merchant,MCH4031
425,user,USR12288
426,user,USR34334
426,merchant,MCH7177
426,merchant,MCH2436
426,user,USR69122
426,user,USR46506
426,user,USR99226
426,user,USR95411
426,merchant,MCH8954
426,user,USR15951
426,user,USR79569
426,user,USR12289
426,user,USR37392
426,user,USR14645
426,user,USR83115
426,user,USR33504
426,user,USR24478
426,user,USR15139
426,user,USR90653
426,user,USR79932
426,merchant,MCH9084
426,merchant,MCH8510
426,user,USR83530
426,user,USR56696
426,merchant,MCH9360
426,user,USR83831
426,merchant,MCH5706
426,user,USR71400
426,user,USR48504
426,user,USR63297
426,user,USR87892
427,merchant,MCH6726
427,user,USR19667
427,user,USR85149
427,user,USR12296
428,user,USR12314
428,merchant,MCH9784
429,merchant,MCH4051
429,user,USR12346
429,user,USR47288
429,user,USR15181
429,merchant,MCH7812
429,user,USR87154
429,user,USR65079
430,user,USR73039
430,user,USR12355
430,merchant,MCH1572
430,user,USR64002
430,user,USR35613
431,user,USR22574
431,user,USR12357
431,user,USR79565
431,user,USR15273
431,merchant,MCH9738
432,merchant,MCH6339
432,user,USR25760
432,user,USR12369
432,user,USR76496
432,user,USR93512
432,user,USR31274
432,user,USR38642
432,user,USR65434
432,merchant,MCH6184
432,user,USR78888
432,user,USR37362
432,merchant,MCH1349
433,merchant,MCH9687
433,user,USR12371
434,user,USR69445
434,user,USR54567
434,user,USR37308
434,merchant,MCH5027
434,user,USR39755
434,user,USR37551
434,user,USR12380
434,merchant,MCH3741
434,merchant,MCH6038
434,user,USR22862
434,user,USR25972
435,user,USR81290
435,user,USR86139
435,user,USR12384
435,user,USR51050
435,merchant,MCH1678
435,merchant,MCH3563
435,user,USR71029
435,user,USR81643
435,merchant,MCH5815
435,user,USR31655
435,merchant,MCH6270
435,user,USR72785
435,merchant,MCH4969
435,user,USR71268
435,user,USR25112
435,merchant,MCH4196
435,user,USR13604
436,user,USR17492
436,user,USR12396
436,user,USR43607
436,merchant,MCH5609
436,user,USR35284
436,user,USR62442
436,user,USR34141
436,user,USR87394
436,user,USR63544
436,merchant,MCH4326
436,merchant,MCH6807
436,user,USR64440
436,user,USR40188
436,user,USR67778
436,merchant,MCH8614
436,user,USR87569
436,merchant,MCH6232
436,user,USR60058
436,user,USR96218
436,user,USR29767
436,user,USR45865
436,user,USR48692
436,merchant,MCH8027
436,user,USR36485
436,user,USR78198
437,user,USR12408
437,merchant,MCH1612
437,user,USR20775
437,merchant,MCH4999
437,user,USR47387
437,user,USR89470
437,user,USR66758
438,user,USR85266
438,merchant,MCH4641
438,user,USR12425
438,merchant,MCH1952
438,user,USR28135
438,user,USR12688
439,user,USR69551
439,user,USR12427
439,merchant,MCH9238
440,user,USR45186
440,user,USR50975
440,user,USR12433
440,merchant,MCH4366
440,user,USR44698
441,user,USR17966
441,user,USR77487
441,user,USR12444
441,merchant,MCH3188
442,user,USR78477
442,user,USR12453
442,merchant,MCH1158
442,merchant,MCH9050
442,user,USR38714
442,user,USR63524
442,merchant,MCH7583
442,user,USR38884
442,user,USR70517
442,user,USR86401
442,user,USR87583
442,user,USR96337
442,user,USR31377
442,user,USR89118
442,merchant,MCH4627
442,user,USR76082
442,user,USR48500
442,user,USR50116
442,user,USR16371
442,merchant,MCH3695
442,merchant,MCH5731
442,user,USR59496
442,merchant,MCH5588
442,user,USR21245
443,user,USR69680
443,merchant,MCH5270
443,user,USR17397
443,user,USR94312
443,user,USR12459
444,user,USR33680
444,merchant,MCH6431
444,merchant,MCH3423
444,user,USR97181
444,user,USR12472
445,user,USR94621
445,user,USR34157
445,user,USR73618
445,user,USR55659
445,user,USR51046
445,merchant,MCH2836
445,user,USR68114
445,user,USR37531
445,user,USR38628
445,user,USR60087
