merchant_id,merchant_name,merchant_category,business_type,city,state,merchant_status,declared_avg_ticket_size,transaction_count,transaction_amount,average_transaction_value,successful_transactions,failed_transactions,pending_transactions,chargeback_count,disputed_amount,high_severity_chargebacks,critical_chargebacks,failed_rate,chargeback_rate,disputed_amount_rate,risk_score,risk_level,repeated_chargeback_flag,high_failed_rate_flag,high_chargeback_rate_flag
MCH2265,"Bail, Gopal And Khare",Pharmacy,Partnership,Lucknow,Uttar Pradesh,Inactive,,2.0,41674.94,20837.47,1.0,0.0,0.0,1.0,1311.0,0.0,0.0,0.0,50.0,3.15,25.0,Medium,False,False,True
MCH2973,"Bhargava, Dani And Krishnamurthy",Transportation,Partnership,Ludhiana,Punjab,Active,3748.31,2.0,27006.35,13503.175,2.0,0.0,0.0,1.0,1309.6,0.0,0.0,0.0,50.0,4.85,25.0,Medium,False,False,True
MCH1581,"Nayak, Verma And Sawhney",Department Store,Partnership,Mumbai,Maharashtra,Active,3655.93,1.0,17083.38,17083.38,1.0,0.0,0.0,1.0,1288.0,0.0,0.0,0.0,100.0,7.54,25.0,Medium,False,False,True
MCH8648,"Kumer, Pradhan And Pai",Pharmacy,Sole Proprietor,Jalandhar,Punjab,Active,2147.87,3.0,24296.309999999998,8098.7699999999995,3.0,0.0,0.0,1.0,1251.7,0.0,0.0,0.0,33.33,5.15,25.0,Medium,False,False,True
MCH4475,"Ray, Kulkarni And Suresh",Department Store,Private Limited,Ludhiana,Punjab,Active,3417.23,4.0,41296.48,10324.12,3.0,0.0,1.0,1.0,1247.52,0.0,0.0,0.0,25.0,3.02,25.0,Medium,False,False,True
MCH3613,Lad-Chacko,Telecom,Private Limited,Jaipur,Rajasthan,Active,466.16,4.0,65389.78,16347.445,4.0,0.0,0.0,1.0,1247.41,0.0,0.0,0.0,25.0,1.91,25.0,Medium,False,False,True
MCH4581,"Tailor, Ganesh And Menon",Restaurants & Food,Partnership,Mumbai,Maharashtra,Inactive,1137.0,1.0,15138.96,15138.96,1.0,0.0,0.0,1.0,1245.39,0.0,0.0,0.0,100.0,8.23,25.0,Medium,False,False,True
MCH2588,Datta Inc,Apparel & Fashion,Private Limited,Jaipur,Rajasthan,Active,311.95,1.0,23576.09,23576.09,1.0,0.0,0.0,1.0,1232.87,0.0,0.0,0.0,100.0,5.23,25.0,Medium,False,False,True
MCH5927,"Hayer, Palla And Ganesh",Apparel & Fashion,Private Limited,Lucknow,Uttar Pradesh,Active,3764.09,2.0,26066.149999999998,13033.074999999999,2.0,0.0,0.0,1.0,1222.0,0.0,0.0,0.0,50.0,4.69,25.0,Medium,False,False,True
MCH5516,Muni Llc,Apparel & Fashion,Individual,Kolkata,West Bengal,Active,1139.0,1.0,10395.88,10395.88,1.0,0.0,0.0,1.0,1209.77,0.0,0.0,0.0,100.0,11.64,25.0,Medium,False,False,True
MCH1441,"Kakar, Parsa And Sodhi",Miscellaneous,Partnership,Lucknow,Uttar Pradesh,Active,1723.15,2.0,45685.09,22842.545,2.0,0.0,0.0,1.0,1181.91,0.0,0.0,0.0,50.0,2.59,25.0,Medium,False,False,True
MCH4577,"Atwal, Sura And Bhatti",Restaurants & Food,Partnership,Hyderabad,Telangana,Active,316.9,4.0,37443.11,9360.7775,3.0,0.0,0.0,1.0,1181.23,0.0,0.0,0.0,25.0,3.15,25.0,Medium,False,False,True
MCH8212,Taneja Ltd,Department Store,Private Limited,Chennai,Tamil Nadu,Inactive,2159.07,1.0,18458.09,18458.09,1.0,0.0,0.0,1.0,1163.64,0.0,0.0,0.0,100.0,6.3,25.0,Medium,False,False,True
MCH7765,Dyal Llc,Restaurants & Food,Individual,Amritsar,Punjab,Active,3067.55,1.0,12761.46,12761.46,1.0,0.0,0.0,1.0,1151.15,0.0,0.0,0.0,100.0,9.02,25.0,Medium,False,False,True
MCH6084,Gera-Patla,Transportation,Sole Proprietor,Lucknow,Uttar Pradesh,Active,3360.46,3.0,42265.14,14088.38,3.0,0.0,0.0,1.0,1146.96,0.0,0.0,0.0,33.33,2.71,25.0,Medium,False,False,True
MCH8140,"Chokshi, Johal And Sachdeva",Restaurants & Food,Sole Proprietor,Kolkata,West Bengal,Active,1136.04,5.0,94599.8,18919.96,5.0,0.0,0.0,1.0,1142.86,0.0,0.0,0.0,20.0,1.21,25.0,Medium,False,False,True
MCH6051,"Prashad, Date And Sodhi",Department Store,Private Limited,Jalandhar,Punjab,Active,,3.0,28452.31,9484.103333333334,3.0,0.0,0.0,1.0,1128.27,0.0,0.0,0.0,33.33,3.97,25.0,Medium,False,False,True
MCH7581,"Deshpande, Butala And Jain",Apparel & Fashion,Private Limited,Lucknow,Uttar Pradesh,Active,,1.0,21364.34,21364.34,1.0,0.0,0.0,1.0,1126.18,0.0,0.0,0.0,100.0,5.27,25.0,Medium,False,False,True
MCH1097,"Narayan, Datta And Chowdhury",Miscellaneous,Individual,Lucknow,Uttar Pradesh,Active,343.8,1.0,3111.18,3111.18,1.0,0.0,0.0,1.0,1124.0,0.0,0.0,0.0,100.0,36.13,25.0,Medium,False,False,True
MCH6507,"Ba1Akrishnan, Shr0Ff And Tank",Transportation,Individual,Ludhiana,Punjab,Active,1269.14,1.0,22532.47,22532.47,1.0,0.0,0.0,1.0,1095.0,0.0,0.0,0.0,100.0,4.86,25.0,Medium,False,False,True
MCH1599,Rastogi-Kumer,Department Store,Partnership,Jalandhar,Punjab,Active,361.82,2.0,36556.01,18278.005,2.0,0.0,0.0,1.0,1087.37,0.0,0.0,0.0,50.0,2.97,25.0,Medium,False,False,True
MCH6520,Manda-Shah,Medical,Individual,Kolkata,West Bengal,Active,1457.02,1.0,3740.05,3740.05,1.0,0.0,0.0,1.0,1085.0,0.0,0.0,0.0,100.0,29.01,25.0,Medium,False,False,True
MCH4024,Choudhury Ltd,Miscellaneous,Individual,Ludhiana,Punjab,Active,,3.0,21852.5,7284.166666666667,3.0,0.0,0.0,1.0,1072.99,0.0,0.0,0.0,33.33,4.91,25.0,Medium,False,False,True
MCH7914,Grover-Karnik,Telecom,Sole Proprietor,Jaipur,Rajasthan,Active,1922.54,4.0,52216.21,13054.0525,3.0,0.0,0.0,1.0,1070.58,0.0,0.0,0.0,25.0,2.05,25.0,Medium,False,False,True
MCH5914,Ku1Karni-Deshmukh,Apparel & Fashion,Individual,Jaipur,Rajasthan,Active,386.71,1.0,5837.36,5837.36,1.0,0.0,0.0,1.0,1048.77,0.0,0.0,0.0,100.0,17.97,25.0,Medium,False,False,True
MCH3454,Rajagopal-Wason,Restaurants & Food,Partnership,Hyderabad,Telangana,Active,,4.0,42280.21000000001,10570.052500000002,4.0,0.0,0.0,1.0,1047.52,0.0,0.0,0.0,25.0,2.48,25.0,Medium,False,False,True
MCH8980,"Peri, Karpe And Saraf",Apparel & Fashion,Sole Proprietor,Jalandhar,Punjab,Active,277.5,2.0,21840.300000000003,10920.150000000001,2.0,0.0,0.0,1.0,1038.0,0.0,0.0,0.0,50.0,4.75,25.0,Medium,False,False,True
MCH4047,Kaul-Barad,Department Store,Sole Proprietor,Mumbai,Maharashtra,Active,986.5,1.0,23229.2,23229.2,1.0,0.0,0.0,1.0,1016.01,0.0,0.0,0.0,100.0,4.37,25.0,Medium,False,False,True
MCH2387,Dar-Dass,Pharmacy,Partnership,Lucknow,Uttar Pradesh,Active,1022.15,1.0,9214.23,9214.23,1.0,0.0,0.0,1.0,1015.09,0.0,0.0,0.0,100.0,11.02,25.0,Medium,False,False,True
MCH1993,Dhaliwal Plc,Telecom,Sole Proprietor,Amritsar,Punjab,Active,428.65,4.0,20903.91,5225.9775,4.0,0.0,0.0,1.0,1001.43,0.0,0.0,0.0,25.0,4.79,25.0,Medium,False,False,True
MCH8377,"Agate, Suresh And Bahri",Department Store,Individual,Hyderabad,Telangana,Active,1519.49,3.0,41177.09,13725.696666666665,3.0,0.0,0.0,1.0,987.42,0.0,0.0,0.0,33.33,2.4,25.0,Medium,False,False,True
MCH7891,Bakshi Plc,Grocery,Individual,Bengaluru,Karnataka,Active,3419.67,3.0,41849.3,13949.766666666668,3.0,0.0,0.0,1.0,983.91,0.0,0.0,0.0,33.33,2.35,25.0,Medium,False,False,True
MCH2902,Samra-Kapur,Grocery,Individual,Chennai,Tamil Nadu,Active,,4.0,64033.21,16008.3025,4.0,0.0,0.0,1.0,980.58,0.0,0.0,0.0,25.0,1.53,25.0,Medium,False,False,True
MCH4517,"Madan, Gola And Srivastava",Restaurants & Food,Sole Proprietor,Kolkata,West Bengal,Active,,3.0,53164.72,17721.573333333334,3.0,0.0,0.0,1.0,947.54,0.0,0.0,0.0,33.33,1.78,25.0,Medium,False,False,True
MCH9921,"Datta, Chatterjee And Khalsa",Transportation,Private Limited,Bengaluru,Karnataka,Active,2964.42,2.0,28861.83,14430.915,2.0,0.0,0.0,1.0,936.49,0.0,0.0,0.0,50.0,3.24,25.0,Medium,False,False,True
MCH3677,Toor And Sons,Medical,Sole Proprietor,Amritsar,Punjab,Active,4703.03,5.0,73867.70999999999,14773.541999999998,5.0,0.0,0.0,1.0,933.13,0.0,0.0,0.0,20.0,1.26,25.0,Medium,False,False,True
MCH4802,"Mistry, Roy And Salvi",Department Store,Sole Proprietor,Chennai,Tamil Nadu,Inactive,468.0,2.0,23373.95,11686.975,2.0,0.0,0.0,1.0,929.69,0.0,0.0,0.0,50.0,3.98,25.0,Medium,False,False,True
MCH3810,Mallick-Lall,Grocery,Private Limited,Lucknow,Uttar Pradesh,Suspended,630.92,4.0,78615.95,19653.9875,4.0,0.0,0.0,1.0,918.61,0.0,0.0,0.0,25.0,1.17,25.0,Medium,False,False,True
MCH8876,Rai Llc,Travel,Sole Proprietor,Mumbai,Maharashtra,Active,1825.17,5.0,50920.55,10184.11,4.0,0.0,1.0,1.0,901.62,0.0,0.0,0.0,20.0,1.77,25.0,Medium,False,False,True
MCH7845,Bhasin-Dubey,Telecom,Private Limited,Ludhiana,Punjab,Active,994.0,1.0,5406.3,5406.3,1.0,0.0,0.0,1.0,895.1,0.0,0.0,0.0,100.0,16.56,25.0,Medium,False,False,True
MCH6425,Pall-Kanda,Books & Stationery,Sole Proprietor,Delhi,Delhi,Active,,1.0,17296.09,17296.09,1.0,0.0,0.0,1.0,879.08,0.0,0.0,0.0,100.0,5.08,25.0,Medium,False,False,True
MCH2849,"Bhavsar, Kota And Zacharia",Hotel & Lodging,Private Limited,Ludhiana,Punjab,Active,2432.18,1.0,714.5,714.5,1.0,0.0,0.0,1.0,879.0,0.0,0.0,0.0,100.0,123.02,25.0,Medium,False,False,True
MCH2503,Ravel Plc,Telecom,Individual,Kolkata,West Bengal,Active,858.0,2.0,29794.909999999996,14897.454999999998,1.0,0.0,0.0,1.0,878.0,0.0,0.0,0.0,50.0,2.95,25.0,Medium,False,False,True
MCH2020,Prabhu-Kar,Apparel & Fashion,Private Limited,Jalandhar,Punjab,Suspended,2649.5,3.0,35428.14,11809.38,3.0,0.0,0.0,1.0,877.69,0.0,0.0,0.0,33.33,2.48,25.0,Medium,False,False,True
MCH5257,Kara-Sibal,Telecom,Individual,Bengaluru,Karnataka,Active,1601.92,2.0,32848.69,16424.345,2.0,0.0,0.0,1.0,861.86,0.0,0.0,0.0,50.0,2.62,25.0,Medium,False,False,True
MCH5911,Chacko-Kota,Retail,Partnership,Hyderabad,Telangana,Active,797.25,2.0,7554.41,3777.205,2.0,0.0,0.0,1.0,861.41,0.0,0.0,0.0,50.0,11.4,25.0,Medium,False,False,True
MCH1015,Mannan-Subramaniam,Hotel & Lodging,Individual,Hyderabad,Telangana,Active,,6.0,55328.88,9221.48,6.0,0.0,0.0,1.0,856.42,0.0,0.0,0.0,16.67,1.55,25.0,Medium,False,False,True
MCH3837,"Char, Naik And Sachdev",Miscellaneous,Private Limited,Delhi,Delhi,Active,5233.0,1.0,23001.8,23001.8,1.0,0.0,0.0,1.0,843.91,0.0,0.0,0.0,100.0,3.67,25.0,Medium,False,False,True
MCH7246,Lata Ltd,Apparel & Fashion,Partnership,Chennai,Tamil Nadu,Active,1315.04,3.0,24930.260000000002,8310.086666666668,3.0,0.0,0.0,1.0,830.69,0.0,0.0,0.0,33.33,3.33,25.0,Medium,False,False,True
MCH9104,Goel Plc,Department Store,Private Limited,Bengaluru,Karnataka,Active,2640.29,4.0,59916.76,14979.19,4.0,0.0,0.0,1.0,825.92,0.0,0.0,0.0,25.0,1.38,25.0,Medium,False,False,True
MCH8559,"Gokhale, Dugal And Pradhan",Restaurants & Food,Private Limited,Pune,Maharashtra,Suspended,2171.47,2.0,11488.14,5744.07,1.0,0.0,1.0,1.0,822.8,0.0,0.0,0.0,50.0,7.16,25.0,Medium,False,False,True
MCH4274,Walia Group,Transportation,Private Limited,Mumbai,Maharashtra,Active,1705.04,1.0,13064.0,13064.0,1.0,0.0,0.0,1.0,819.3,0.0,0.0,0.0,100.0,6.27,25.0,Medium,False,False,True
MCH1298,"Raghavan,Reddyandsangha",Books & Stationery,Sole Proprietor,Hyderabad,Telangana,Active,364.92,2.0,27197.29,13598.645,1.0,0.0,1.0,1.0,815.57,0.0,0.0,0.0,50.0,3.0,25.0,Medium,False,False,True
MCH1775,Karnik Inc,Grocery,Private Limited,Lucknow,Uttar Pradesh,Active,313.0,1.0,8427.82,8427.82,1.0,0.0,0.0,1.0,800.24,0.0,0.0,0.0,100.0,9.5,25.0,Medium,False,False,True
MCH3572,"V0Hra, Chander And Padmanabhan",Restaurants & Food,Sole Proprietor,Hyderabad,Telangana,Active,793.52,4.0,49967.73,12491.9325,4.0,0.0,0.0,1.0,796.1,0.0,0.0,0.0,25.0,1.59,25.0,Medium,False,False,True
MCH3536,Shankar Group,Books & Stationery,Partnership,Kolkata,West Bengal,Active,1640.82,3.0,41275.96,13758.653333333334,3.0,0.0,0.0,1.0,791.9,0.0,0.0,0.0,33.33,1.92,25.0,Medium,False,False,True
MCH5710,Karnik Ltd,Books & Stationery,Partnership,Jaipur,Rajasthan,Active,2156.34,7.0,89382.36,12768.908571428572,5.0,1.0,1.0,1.0,784.51,0.0,0.0,14.29,14.29,0.88,25.0,Medium,False,False,True
MCH7973,"Dhar, Som And Mane",Hotel & Lodging,Sole Proprietor,Kolkata,West Bengal,Active,1422.91,1.0,24705.21,24705.21,1.0,0.0,0.0,1.0,781.0,0.0,0.0,0.0,100.0,3.16,25.0,Medium,False,False,True
MCH5825,Bhardwaj-Sachdeva,Books & Stationery,Partnership,Bengaluru,Karnataka,Active,,1.0,8264.89,8264.89,0.0,0.0,0.0,1.0,779.81,0.0,0.0,0.0,100.0,9.44,25.0,Medium,False,False,True
MCH1786,"Ganguly, Mammen And Babu",Grocery,Sole Proprietor,Pune,Maharashtra,Active,1212.0,1.0,1930.78,1930.78,1.0,0.0,0.0,1.0,775.96,0.0,0.0,0.0,100.0,40.19,25.0,Medium,False,False,True
MCH7840,Sood Llc,Department Store,Individual,Pune,Maharashtra,Active,394.0,1.0,9765.51,9765.51,1.0,0.0,0.0,1.0,767.36,0.0,0.0,0.0,100.0,7.86,25.0,Medium,False,False,True
MCH4153,Shroff Ltd,Miscellaneous,Sole Proprietor,Kolkata,West Bengal,Active,3578.7,3.0,53342.65,17780.883333333335,3.0,0.0,0.0,1.0,743.67,0.0,0.0,0.0,33.33,1.39,25.0,Medium,False,False,True
MCH1366,"Shah, Roy And Srinivasan",Grocery,Sole Proprietor,Kolkata,West Bengal,Active,935.11,3.0,4163.139999999999,1387.7133333333331,3.0,0.0,0.0,1.0,738.08,0.0,0.0,0.0,33.33,17.73,25.0,Medium,False,False,True
MCH5795,"Sunder, Bera And Srinivas",Hotel & Lodging,Private Limited,Kolkata,West Bengal,Active,167.0,1.0,13282.42,13282.42,1.0,0.0,0.0,1.0,736.99,0.0,0.0,0.0,100.0,5.55,25.0,Medium,False,False,True
MCH5183,Chandra Llc,Books & Stationery,Individual,Jaipur,Rajasthan,Active,578.29,6.0,63103.97,10517.328333333333,5.0,0.0,0.0,1.0,728.14,0.0,0.0,0.0,16.67,1.15,25.0,Medium,False,False,True
MCH6838,Wali-Nair,Pharmacy,Private Limited,Delhi,Delhi,Active,1461.29,3.0,27027.83,9009.276666666667,3.0,0.0,0.0,1.0,728.13,0.0,0.0,0.0,33.33,2.69,25.0,Medium,False,False,True
MCH9944,"Parikh, Mutti And Saha",Transportation,Partnership,Jalandhar,Punjab,Active,1826.64,3.0,67083.1,22361.033333333336,3.0,0.0,0.0,1.0,707.43,0.0,0.0,0.0,33.33,1.05,25.0,Medium,False,False,True
MCH2029,Bhalla-Brahmbhatt,Miscellaneous,Sole Proprietor,Jalandhar,Punjab,Active,276.02,1.0,21929.0,21929.0,1.0,0.0,0.0,1.0,705.52,0.0,0.0,0.0,100.0,3.22,25.0,Medium,False,False,True
MCH2770,"Deep, Ganguly And Solanki",Apparel & Fashion,Individual,Chennai,Tamil Nadu,Active,660.0,1.0,6960.81,6960.81,1.0,0.0,0.0,1.0,700.6,0.0,0.0,0.0,100.0,10.06,25.0,Medium,False,False,True
MCH1854,"Sule, Prashad And Balay",Hotel & Lodging,Partnership,Amritsar,Punjab,Active,5318.31,3.0,50437.64,16812.546666666665,3.0,0.0,0.0,1.0,690.97,0.0,0.0,0.0,33.33,1.37,25.0,Medium,False,False,True
MCH3656,"Sani, Rajagopalan And Sachar",Grocery,Individual,Chennai,Tamil Nadu,Active,901.19,2.0,3995.99,1997.995,2.0,0.0,0.0,1.0,690.96,0.0,0.0,0.0,50.0,17.29,25.0,Medium,False,False,True
MCH4448,Gara And Sons,Miscellaneous,Individual,Chennai,Tamil Nadu,Suspended,1524.31,3.0,48314.3,16104.766666666668,3.0,0.0,0.0,1.0,676.77,0.0,0.0,0.0,33.33,1.4,25.0,Medium,False,False,True
MCH4658,Kapadia Inc,Retail,Individual,Hyderabad,Telangana,Active,2693.95,2.0,20917.0,10458.5,2.0,0.0,0.0,1.0,664.5,0.0,0.0,0.0,50.0,3.18,25.0,Medium,False,False,True
MCH5167,Bose And Sons,Books & Stationery,Private Limited,Jalandhar,Punjab,Inactive,1269.25,1.0,14730.0,14730.0,1.0,0.0,0.0,1.0,661.74,0.0,0.0,0.0,100.0,4.49,25.0,Medium,False,False,True
MCH3586,Dayal-Nagar,Pharmacy,Partnership,Hyderabad,Telangana,Active,2093.13,1.0,12879.41,12879.41,1.0,0.0,0.0,1.0,658.27,0.0,0.0,0.0,100.0,5.11,25.0,Medium,False,False,True
MCH3055,"Batta, Sha And Dugar",Hotel & Lodging,Private Limited,Chennai,Tamil Nadu,Active,262.1,1.0,12458.27,12458.27,1.0,0.0,0.0,1.0,648.89,0.0,0.0,0.0,100.0,5.21,25.0,Medium,False,False,True
MCH3459,Nagi-Saini,Telecom,Sole Proprietor,Hyderabad,Telangana,Active,2617.26,1.0,20076.77,20076.77,1.0,0.0,0.0,1.0,637.05,0.0,0.0,0.0,100.0,3.17,25.0,Medium,False,False,True
MCH9858,"Memon, Mohanty And Ghosh",Transportation,Sole Proprietor,Mumbai,Maharashtra,Active,911.0,1.0,8135.43,8135.43,1.0,0.0,0.0,1.0,628.55,0.0,0.0,0.0,100.0,7.73,25.0,Medium,False,False,True
MCH7726,Modi Ltd,Department Store,Individual,Lucknow,Uttar Pradesh,Active,1955.14,5.0,86287.74,17257.548000000003,5.0,0.0,0.0,1.0,628.32,0.0,0.0,0.0,20.0,0.73,25.0,Medium,False,False,True
MCH5768,Brar Inc,Restaurants & Food,Sole Proprietor,Hyderabad,Telangana,Active,1354.3,4.0,38877.060000000005,9719.265000000001,4.0,0.0,0.0,1.0,614.57,0.0,0.0,0.0,25.0,1.58,25.0,Medium,False,False,True
MCH1458,Chatterjee-Saran,Department Store,Sole Proprietor,Jalandhar,Punjab,Inactive,658.54,1.0,9221.83,9221.83,1.0,0.0,0.0,1.0,613.06,0.0,0.0,0.0,100.0,6.65,25.0,Medium,False,False,True
MCH6839,Saha Llc,Grocery,Individual,Chennai,Tamil Nadu,Active,1531.04,1.0,4893.61,4893.61,1.0,0.0,0.0,1.0,607.62,0.0,0.0,0.0,100.0,12.42,25.0,Medium,False,False,True
MCH9319,Ladinc,Apparel & Fashion,Sole Proprietor,Jalandhar,Punjab,Active,839.54,1.0,21206.6,21206.6,1.0,0.0,0.0,1.0,604.81,0.0,0.0,0.0,100.0,2.85,25.0,Medium,False,False,True
MCH9834,Handa-Chaudhari,Grocery,Private Limited,Lucknow,Uttar Pradesh,Active,3989.9,3.0,48912.229999999996,16304.076666666666,2.0,0.0,0.0,1.0,595.88,0.0,0.0,0.0,33.33,1.22,25.0,Medium,False,False,True
MCH9165,"Iyengar, Raja And Bhasin",Grocery,Private Limited,Lucknow,Uttar Pradesh,Active,1898.13,3.0,18826.489999999998,6275.496666666666,3.0,0.0,0.0,1.0,594.52,0.0,0.0,0.0,33.33,3.16,25.0,Medium,False,False,True
MCH2857,Bhattacharyya Inc,Transportation,Private Limited,Jalandhar,Punjab,Active,4557.38,1.0,21262.82,21262.82,1.0,0.0,0.0,1.0,590.0,0.0,0.0,0.0,100.0,2.77,25.0,Medium,False,False,True
MCH8296,Gara Inc,Grocery,Partnership,Jalandhar,Punjab,Active,,6.0,44301.07,7383.511666666666,5.0,0.0,1.0,1.0,589.03,0.0,0.0,0.0,16.67,1.33,25.0,Medium,False,False,True
MCH8345,"Srinivas, Bali And Bhatt",Hotel & Lodging,Sole Proprietor,Jalandhar,Punjab,Inactive,1909.16,3.0,37417.02,12472.339999999998,3.0,0.0,0.0,1.0,586.88,0.0,0.0,0.0,33.33,1.57,25.0,Medium,False,False,True
MCH4406,"Chand, Ahuja And Behl",Hotel & Lodging,Private Limited,Pune,Maharashtra,Active,3629.0,2.0,26649.629999999997,13324.814999999999,2.0,0.0,0.0,1.0,584.72,0.0,0.0,0.0,50.0,2.19,25.0,Medium,False,False,True
MCH7943,Chaudhary-Rana,Pharmacy,Individual,Kolkata,West Bengal,Active,3927.63,1.0,14932.91,14932.91,1.0,0.0,0.0,1.0,581.0,0.0,0.0,0.0,100.0,3.89,25.0,Medium,False,False,True
MCH3652,Varghese Plc,Miscellaneous,Partnership,Ludhiana,Punjab,Active,2254.0,1.0,8985.51,8985.51,1.0,0.0,0.0,1.0,576.0,0.0,0.0,0.0,100.0,6.41,25.0,Medium,False,False,True
MCH3031,Morar And Sons,Grocery,Individual,Pune,Maharashtra,Active,4053.43,3.0,35520.44,11840.146666666667,2.0,0.0,0.0,1.0,574.0,0.0,0.0,0.0,33.33,1.62,25.0,Medium,False,False,True
MCH9415,Krishnamurthy-Warrior,Hotel & Lodging,Sole Proprietor,Ludhiana,Punjab,Active,438.69,2.0,32011.15,16005.575,2.0,0.0,0.0,1.0,562.07,0.0,0.0,0.0,50.0,1.76,25.0,Medium,False,False,True
MCH9584,"Bhat, Shukla And Bajaj",Department Store,Private Limited,Mumbai,Maharashtra,Inactive,4140.74,2.0,27139.96,13569.98,2.0,0.0,0.0,1.0,548.0,0.0,0.0,0.0,50.0,2.02,25.0,Medium,False,False,True
MCH1288,"Jain, Loke And Zacharia",Transportation,Sole Proprietor,Bengaluru,Karnataka,Active,915.81,1.0,14785.0,14785.0,1.0,0.0,0.0,1.0,546.9,0.0,0.0,0.0,100.0,3.7,25.0,Medium,False,False,True
MCH1089,Randhawa-Barad,Books & Stationery,Individual,Jalandhar,Punjab,Active,8714.78,2.0,26353.47,13176.735,2.0,0.0,0.0,1.0,542.9,0.0,0.0,0.0,50.0,2.06,25.0,Medium,False,False,True
MCH3420,"Mani, Kota And Deol",Travel,Individual,Jaipur,Rajasthan,Inactive,453.43,3.0,30242.88,10080.960000000001,3.0,0.0,0.0,1.0,535.96,0.0,0.0,0.0,33.33,1.77,25.0,Medium,False,False,True
MCH3846,Khanna-Badal,Retail,Private Limited,Delhi,Delhi,Active,3521.78,3.0,41932.759999999995,13977.586666666664,3.0,0.0,0.0,1.0,529.68,0.0,0.0,0.0,33.33,1.26,25.0,Medium,False,False,True
MCH3433,"Pathak, Sathe And Rama",Grocery,Private Limited,Kolkata,West Bengal,Inactive,3697.0,3.0,61836.39,20612.13,2.0,0.0,1.0,1.0,528.22,0.0,0.0,0.0,33.33,0.85,25.0,Medium,False,False,True
MCH3611,"Ratti, Sunder And Kapoor",Travel,Private Limited,Bengaluru,Karnataka,Active,787.19,1.0,23618.28,23618.28,1.0,0.0,0.0,1.0,526.0,0.0,0.0,0.0,100.0,2.23,25.0,Medium,False,False,True
MCH6632,"Om, Mall And Sandhu",Transportation,Partnership,Lucknow,Uttar Pradesh,On Hold,996.13,4.0,54321.72,13580.43,4.0,0.0,0.0,1.0,519.97,0.0,0.0,0.0,25.0,0.96,25.0,Medium,False,False,True
MCH6758,"Kaul, Vyas And Bobal",Pharmacy,Sole Proprietor,Jaipur,Rajasthan,Active,1560.09,2.0,19594.69,9797.345,2.0,0.0,0.0,1.0,513.84,0.0,0.0,0.0,50.0,2.62,25.0,Medium,False,False,True
MCH1767,Bhatnagar-Ka1A,Telecom,Individual,Jalandhar,Punjab,Active,314.16,1.0,6758.76,6758.76,1.0,0.0,0.0,1.0,503.49,0.0,0.0,0.0,100.0,7.45,25.0,Medium,False,False,True
MCH4048,"Lall, Kara And Uppal",Restaurants & Food,Partnership,Jalandhar,Punjab,Inactive,1748.0,2.0,18527.42,9263.71,2.0,0.0,0.0,1.0,498.7,0.0,0.0,0.0,50.0,2.69,25.0,Medium,False,False,True
MCH5921,Saraf-Saraf,Hotel & Lodging,Individual,Jaipur,Rajasthan,Inactive,352.95,3.0,38800.05,12933.35,3.0,0.0,0.0,1.0,494.63,0.0,0.0,0.0,33.33,1.27,25.0,Medium,False,False,True
MCH6945,Barad Llc,Retail,Partnership,Ludhiana,Punjab,Active,3350.77,3.0,58426.33,19475.443333333333,3.0,0.0,0.0,1.0,486.0,0.0,0.0,0.0,33.33,0.83,25.0,Medium,False,False,True
MCH3900,Mand-Bedi,Restaurants & Food,Private Limited,Kolkata,West Bengal,Active,1036.74,2.0,15494.369999999999,7747.1849999999995,2.0,0.0,0.0,1.0,485.1,0.0,0.0,0.0,50.0,3.13,25.0,Medium,False,False,True
MCH7751,"Vig, Iyer And Andra",Retail,Partnership,Pune,Maharashtra,Suspended,590.58,3.0,43296.66,14432.220000000001,3.0,0.0,0.0,1.0,470.39,0.0,0.0,0.0,33.33,1.09,25.0,Medium,False,False,True
MCH8220,Sarkar Plc,Grocery,Private Limited,Pune,Maharashtra,Active,142.34,3.0,33103.4,11034.466666666667,3.0,0.0,0.0,1.0,464.81,0.0,0.0,0.0,33.33,1.4,25.0,Medium,False,False,True
MCH5963,Goyal-Sur,Restaurants & Food,Private Limited,Chennai,Tamil Nadu,Active,3785.0,6.0,63845.68000000001,10640.946666666669,6.0,0.0,0.0,1.0,461.85,0.0,0.0,0.0,16.67,0.72,25.0,Medium,False,False,True
MCH7471,Dass Llc,Restaurants & Food,Sole Proprietor,Lucknow,Uttar Pradesh,Active,390.54,2.0,21362.58,10681.29,2.0,0.0,0.0,1.0,455.72,0.0,0.0,0.0,50.0,2.13,25.0,Medium,False,False,True
MCH9402,Vyas-Nath,Restaurants & Food,Private Limited,Lucknow,Uttar Pradesh,Active,,1.0,8263.81,8263.81,1.0,0.0,0.0,1.0,420.0,0.0,0.0,0.0,100.0,5.08,25.0,Medium,False,False,True
MCH6097,Mannan Plc,Restaurants & Food,Partnership,Lucknow,Uttar Pradesh,Active,258.41,3.0,21691.57,7230.5233333333335,3.0,0.0,0.0,1.0,397.0,0.0,0.0,0.0,33.33,1.83,25.0,Medium,False,False,True
MCH8400,Banerjee Inc,Restaurants & Food,Sole Proprietor,Lucknow,Uttar Pradesh,Active,,2.0,30008.12,15004.06,1.0,0.0,1.0,1.0,393.4,0.0,0.0,0.0,50.0,1.31,25.0,Medium,False,False,True
