complaint_id,txn_id,user_id,merchant_id,transaction_timestamp,reported_timestamp,disputed_amount,reason_code,complaint_text,resolution_status,bank_response_timestamp,severity,channel,customer_match_status,merchant_match_status,transaction_match_status,transaction_user_id,transaction_merchant_id,user_consistency_status,merchant_consistency_status
CBK0000802,TXN00019956,USR41434,MCH1767,2026-03-06 00:28:00,2026-09-03 00:00:00,503.49,Merchant Not Delivered,user claims account was compromised before transaction.,Pending Bank,,Low,IVR,Unmatched,Matched,Matched,USR74523,MCH3077,Mismatch,Mismatch
CBK0001917,TXN00019782,USR15741,MCH5222,2026-01-26 00:00:00,2026-01-28 00:00:00,2150.18,Merchant Not Delivered,customer says amount was debited twice.,Rejected,2026-02-19 00:43:29,High,IVR,Unmatched,Matched,Matched,USR53292,MCH6274,Mismatch,Mismatch
CBK0002006,TXN00008821,USR51720,MCH8701,2026-02-21 00:00:00,2026-03-24 00:00:00,2136.49,Fraud,complaint received after multiple failed attempts.,In Progress,2026-04-04 00:00:00,Low,Branch,Unmatched,Unmatched,Matched,USR57173,MCH7097,Mismatch,Mismatch
CBK0002151,TXN00009818,USR97580,MCH2800,2026-01-16 07:14:35,2026-01-17 00:00:00,2614.31,Unauthorized Transaction,user claims account was compromised before transaction. na,In Progress,,Medium,Chatbot,Matched,Matched,Matched,USR19499,MCH4424,Mismatch,Mismatch
CBK0002043,TXN00009451,USR14683,MCH5344,2026-02-26 19:22:00,2026-03-06 01:22:00,3711.97,Customer Dispute,customer says transaction was not authorized.,Pending Bank,,Medium,Chatbot,Matched,Unmatched,Matched,USR21334,MCH5367,Mismatch,Mismatch
CBK0001861,TXN00008377,USR29849,MCH5427,,,1274.95,Unauthorized Transaction,payment made to unknown merchant as per customer statement.,In Progress,2026-03-31 00:00:00,Medium,IVR,Matched,Unmatched,Matched,USR35396,MCH2783,Mismatch,Mismatch
CBK0002295,TXN00011080,USR86500,MCH1485,2026-03-27 00:15:00,2026-03-28 00:00:00,3444.75,Merchant Not Delivered,merchant service was not delivered after payment.,Resolved,2026-04-25 13:15:25,Medium,Chatbot,Matched,Unmatched,Matched,USR65765,MCH3947,Mismatch,Mismatch
CBK0001901,TXN00014122,USR98061,MCH7055,2026-02-28 00:00:00,2026-03-15 16:03:17,440.57,Customer Dispute,customer says transaction was not authorized.,Resolved,2026-11-04 16:03:17,Medium,Call Center,Unmatched,Unmatched,Matched,USR22509,MCH7448,Mismatch,Mismatch
CBK0000699,TXN00035789,USR17657,MCH1670,2026-03-06 00:00:00,2026-03-08 00:00:00,1813.99,Duplicate Debit,suspicious high-value payment disputed by customer.,Resolved,,Low,Chatbot,Unmatched,Unmatched,Unmatched,,,Not Applicable,Not Applicable
CBK0000405,TXN00010731,USR66391,MCH4181,2026-02-26 18:04:00,2026-02-28 00:00:00,1916.0,Fraud,user reports money deducted but merchant denies receiving payment.,Resolved,,Low,Chatbot,Unmatched,Unmatched,Matched,USR73432,MCH2843,Mismatch,Mismatch
CBK0001374,TXN00085698,USR29467,MCH4473,2026-01-20 20:07:30,2026-01-23 03:07:30,551.1,Customer Dispute,complaint received after multiple failed attempts.,Pending Bank,2026-02-15 00:00:00,High,IVR,Unmatched,Unmatched,Unmatched,,,Not Applicable,Not Applicable
CBK0000143,TXN00059408,USR34207,MCH9423,2026-03-20 00:00:00,2026-03-25 00:00:00,8028.0,Unauthorized Transaction,suspicious high-value payment disputed by cust.,Pending Bank,2026-04-20 00:00:00,High,App,Matched,Matched,Unmatched,,,Not Applicable,Not Applicable
CBK0002488,TXN00002926,USR83342,MCH8398,2026-02-17 14:21:10,2026-02-20 00:00:00,407.36,Account Compromised,payment made to unknown merchant as per customer statement.,Closed,2026-03-15 11:21:00,Critical,Branch,Matched,Unmatched,Matched,USR30575,MCH1382,Mismatch,Mismatch
CBK0002319,TXN00011383,USR79596,MCH3966,2026-03-22 00:00:00,2026-03-23 09:22:00,1933.11,Incorrect Amount,user reports money deducted but merchant denies receiving payment.,Closed,2026-04-13 09:22:44,Medium,Branch,Unmatched,Matched,Matched,USR40675,MCH2048,Mismatch,Mismatch
CBK0002720,TXN00010672,USR87829,MCH9344,2026-12-02 21:52:01,2026-02-14 00:00:00,2072.0,Merchant Not Delivered,customer complaint text unclear due to poor call center notes.,Closed,2026-02-18 17:52:00,Medium,Chatbot,Matched,Unmatched,Matched,USR37899,MCH3208,Mismatch,Mismatch
CBK0000144,TXN00006125,USR91671,MCH4943,2026-03-06 23:07:46,2026-03-12 00:00:00,2573.59,Merchant Not Delivered,merchant service was not delivered after payment. pls check asap,Closed,2026-08-04 00:00:00,High,Chatbot,Unmatched,Matched,Matched,USR78529,MCH4233,Mismatch,Mismatch
CBK0002039,TXN00005346,USR68277,MCH2065,2026-01-25 00:00:00,2026-01-27 02:10:02,5067.95,Unauthorized Transaction,complaint received after multiple failed attempts.,In Progress,,Medium,Chatbot,Unmatched,Unmatched,Matched,USR18456,MCH7002,Mismatch,Mismatch
CBK0002476,TXN00056546,USR63172,MCH4667,2026-03-11 00:00:00,2026-03-14 00:00:00,,Incorrect Amount,user says upi pin was not entered by them.,In Progress,2026-03-22 00:00:00,Medium,IVR,Matched,Matched,Unmatched,,,Not Applicable,Not Applicable
CBK0000649,TXN00019659,USR74992,MCH8779,2026-03-04 00:00:00,2026-03-10 00:00:00,2545.52,Merchant Not Delivered,payment made to unknown merchant as per cust statement.,Closed,2026-03-19 13:25:24,Medium,IVR,Unmatched,Matched,Matched,USR18886,MCH5751,Mismatch,Mismatch
CBK0001419,TXN00003304,USR91108,MCH2574,2026-01-07 00:00:00,2026-11-01 00:00:00,6448.11,Account Compromised,payment made to unknown merchant as per cust statement.,Closed,2026-06-02 00:00:00,Medium,Branch,Unmatched,Matched,Matched,USR58932,MCH3308,Mismatch,Mismatch
CBK0000680,TXN00006440,USR32302,MCH2383,2026-11-03 00:00:00,2026-03-16 23:47:02,6058.0,Incorrect Amount,payment made to unknown merchant as per customer statement.,Open,2026-03-17 00:00:00,Low,App,Unmatched,Matched,Matched,USR68953,MCH3079,Mismatch,Mismatch
CBK0001400,TXN00013909,USR85655,MCH5170,2026-03-14 09:46:00,2026-03-14 13:46:00,836.05,Account Compromised,merchant service was not delivered after payment.,Rejected,,Critical,Call Center,Unmatched,Unmatched,Matched,USR10579,MCH8202,Mismatch,Mismatch
CBK0002631,TXN00010422,USR63280,MCH9480,2026-03-21 00:00:00,2026-03-16 00:00:00,2144.03,Fraud,payment made to unknown merchant as per customer statement.,Rejected,2026-04-15 00:00:00,Medium,IVR,Matched,Unmatched,Matched,USR24948,MCH6679,Mismatch,Mismatch
CBK0000134,TXN00007757,USR87362,MCH3332,2026-03-19 00:00:00,2026-03-24 00:00:00,2328.13,Merchant Not Delivered,suspicious high-value payment disputed by customer.,Open,2026-04-15 22:34:56,High,Branch,Unmatched,Unmatched,Matched,USR98047,MCH2088,Mismatch,Mismatch
CBK0002742,TXN00015781,USR70003,MCH5954,2026-02-10 00:00:00,2026-02-20 00:00:00,3126.09,Account Compromised,user says upi pin was not entered by them.,In Progress,2026-03-15 04:14:07,Medium,App,Unmatched,Matched,Matched,USR21050,MCH8270,Mismatch,Mismatch
CBK0001184,TXN00010902,USR62254,MCH4226,2026-03-03 00:00:00,2026-06-03 03:53:28,3801.16,Customer Dispute,complaint received after multiple failed attempts.,Rejected,2026-01-04 00:00:00,Medium,App,Matched,Unmatched,Matched,USR35589,MCH9785,Mismatch,Mismatch
CBK0002704,TXN00013438,USR19231,MCH9625,2026-01-05 00:00:00,2026-01-05 00:00:00,532.41,Account Compromised,customer complaint text unclear due to poor call center notes.,Closed,2026-01-15 00:00:00,Medium,Chatbot,Unmatched,Matched,Matched,USR12916,MCH8354,Mismatch,Mismatch
CBK0001780,TXN00012392,USR78095,MCH8798,2026-03-19 09:14:00,2026-03-22 00:00:00,687.06,Fraud,customer says amount was debited twice.,In Progress,,Medium,Email,Unmatched,Matched,Matched,USR58273,MCH7726,Mismatch,Mismatch
CBK0001081,TXN00019947,USR35882,MCH7833,2026-05-01 00:00:00,2026-01-07 00:00:00,3167.22,Unauthorized Transaction,customer says transaction was not authorized.,In Progress,,Medium,Email,Unmatched,Matched,Matched,USR55254,MCH1584,Mismatch,Mismatch
CBK0001043,TXN00017300,USR36485,MCH4326,2026-02-14 17:44:04,2026-02-16 00:00:00,2554.87,Duplicate Debit,user says upi pin was not entered by them.,Pending Bank,,High,Branch,Unmatched,Matched,Matched,USR45971,MCH1948,Mismatch,Mismatch
CBK0001417,TXN00014359,USR93454,MCH6178,2026-02-23 20:16:08,2026-02-03 00:00:00,3642.0,Account Compromised,payment made to unknown merchant as per customer statement.,Closed,2026-06-03 00:00:00,Low,Chatbot,Unmatched,Unmatched,Matched,USR15741,MCH2401,Mismatch,Mismatch
CBK0001565,TXN00019006,USR76917,MCH2053,2026-03-20 00:00:00,2026-03-17 00:00:00,,Merchant Not Delivered,customer says transaction was not authorized.,Rejected,,Medium,IVR,Unmatched,Unmatched,Matched,USR93368,MCH8903,Mismatch,Mismatch
CBK0000830,TXN00007939,USR55355,MCH2375,2026-01-13 00:00:00,,976.66,Merchant Not Delivered,customer says amount was debited twice.,Open,2026-01-24 00:00:00,Medium,Branch,Matched,Unmatched,Matched,USR40862,MCH9181,Mismatch,Mismatch
CBK0002595,TXN00006136,USR28582,MCH5118,,2026-02-14 00:00:00,3785.87,Merchant Not Delivered,merchant service was not delivered after payment.,In Progress,2026-03-14 00:00:00,Low,IVR,Matched,Unmatched,Matched,USR15168,MCH6553,Mismatch,Mismatch
CBK0000253,TXN00009329,USR58076,MCH4388,2026-01-02 00:00:00,2026-02-02 00:00:00,648.33,Duplicate Debit,payment made to unknown merchant as per customer statement.,Closed,2026-02-25 00:00:00,Critical,App,Unmatched,Unmatched,Matched,USR56428,MCH1508,Mismatch,Mismatch
CBK0001279,TXN00042287,USR83181,MCH2757,2026-02-24 00:00:00,2026-02-27 00:00:00,1318.76,Unauthorized Transaction,user reports money deducted but merchant denies receiving payment.,Rejected,2026-12-03 00:00:00,Medium,App,Unmatched,Matched,Unmatched,,,Not Applicable,Not Applicable
CBK0001955,TXN00018686,USR46407,MCH5510,2026-11-01 17:40:36,2026-01-17 00:00:00,530.01,Unauthorized Transaction,customer says transaction was not authorized.,Pending Bank,2026-01-30 00:00:00,Medium,Chatbot,Unmatched,Unmatched,Matched,USR38627,MCH7894,Mismatch,Mismatch
CBK0000119,TXN00079001,USR68410,MCH1820,2026-03-13 00:00:00,2026-03-15 00:00:00,5620.82,Merchant Not Delivered,user reports money deducted but merchant denies receiving payment.,Resolved,,Low,Chatbot,Matched,Unmatched,Unmatched,,,Not Applicable,Not Applicable
CBK0002049,TXN00047225,USR73797,MCH2065,2026-02-04 00:00:00,2026-05-02 20:41:10,,Incorrect Amount,user says upi pin was not entered by them.,In Progress,,Low,Chatbot,Unmatched,Unmatched,Unmatched,,,Not Applicable,Not Applicable
CBK0001489,TXN00014835,USR25333,MCH5151,2026-02-25 00:00:00,2026-02-28 08:34:00,2565.94,Unauthorized Transaction,customer says amount was debited twice.,Pending Bank,,Medium,IVR,Unmatched,Matched,Matched,USR79606,MCH8194,Mismatch,Mismatch
CBK0002698,TXN00019768,USR65106,MCH2472,2026-03-29 00:00:00,2026-03-31 00:00:00,537.48,Unauthorized Transaction,user claims account was compromised before transaction.,Resolved,2026-04-23 16:54:00,High,Branch,Unmatched,Unmatched,Matched,USR88946,MCH6203,Mismatch,Mismatch
CBK0002529,TXN00012156,USR45756,MCH6446,2026-04-02 00:00:00,2026-02-09 14:09:00,1477.28,Customer Dispute,complaint received after multiple failed attempts.,Rejected,,Medium,Chatbot,Unmatched,Matched,Matched,USR58636,MCH4850,Mismatch,Mismatch
CBK0001652,TXN00018423,USR89267,MCH7879,2026-02-03 00:00:00,2026-02-08 16:45:00,1074.0,Merchant Not Delivered,user reports money deducted but merchant denies receiving payment.,In Progress,2026-02-20 00:00:00,High,IVR,Matched,Matched,Matched,USR87817,MCH2012,Mismatch,Mismatch
CBK0001924,TXN00005199,USR42019,MCH3162,2026-01-09 08:32:40,2026-01-11 00:00:00,2351.11,Unauthorized Transaction,payment made to unknown merchant as per customer statement.,Resolved,2026-01-12 21:32:00,Low,IVR,Unmatched,Unmatched,Matched,USR81946,MCH7691,Mismatch,Mismatch
CBK0001178,TXN00014094,USR27804,MCH3932,2026-02-27 01:30:01,,2999.91,Incorrect Amount,merchant service was not delivered after payment.,Open,2026-03-20 12:30:01,Medium,Chatbot,Unmatched,Unmatched,Matched,USR14471,MCH9840,Mismatch,Mismatch
CBK0002203,TXN00005966,USR98685,MCH9257,2026-02-22 00:00:00,2026-02-27 10:29:49,8500.66,Account Compromised,customer says transaction was not authorized. details missing,Resolved,2026-03-29 00:00:00,Medium,Email,Matched,Matched,Matched,USR71235,MCH6678,Mismatch,Mismatch
CBK0001473,TXN00001160,USR20984,MCH6953,2026-01-02 00:00:00,2026-01-02 00:00:00,2273.54,Duplicate Debit,customer complaint text unclear due to poor call center notes.,Pending Bank,2026-11-01 00:00:00,Low,Email,Unmatched,Matched,Matched,USR83176,MCH5789,Mismatch,Mismatch
CBK0001769,TXN00001679,USR43379,MCH9176,2026-02-21 00:00:00,2026-02-24 11:40:00,3976.0,Customer Dispute,suspicious high-value payment disputed by customer.,Resolved,2026-03-06 00:00:00,Medium,Chatbot,Unmatched,Matched,Matched,USR41275,MCH4395,Mismatch,Mismatch
CBK0001563,TXN00004035,USR38725,MCH4473,2026-01-08 04:46:00,2026-01-13 00:00:00,4064.18,Duplicate Debit,user claims account was compromised before transaction.,Closed,2026-08-02 00:00:00,Medium,IVR,Unmatched,Unmatched,Matched,USR58169,MCH6655,Mismatch,Mismatch
CBK0000763,TXN00005691,USR98061,MCH6850,2026-02-11 00:00:00,2026-02-14 22:00:46,,Incorrect Amount,suspicious high-value payment disputed by customer.,Pending Bank,2026-10-03 00:00:00,High,Email,Unmatched,Unmatched,Matched,USR58570,MCH4537,Mismatch,Mismatch
CBK0001306,TXN00000143,USR63816,MCH4399,2026-03-15 00:00:00,2026-03-26 08:39:16,449.0,Incorrect Amount,user says upi pin was not entered by them.,Pending Bank,2026-04-07 00:00:00,Medium,Call Center,Unmatched,Unmatched,Matched,USR68939,MCH8858,Mismatch,Mismatch
CBK0002421,TXN00008235,USR71538,MCH4564,2026-03-24 15:27:52,2026-03-26 00:00:00,1302.0,Customer Dispute,customer complaint text unclear due to poor call center notes. call dropped,Rejected,2026-04-07 16:27:00,Medium,Branch,Unmatched,Unmatched,Matched,USR33281,MCH6838,Mismatch,Mismatch
CBK0001918,TXN00006549,USR90740,MCH2943,2026-02-05 01:21:00,2026-02-10 00:00:00,905.53,Customer Dispute,user says upi pin was not entered by them.,Rejected,2026-03-02 00:00:00,Low,IVR,Unmatched,Matched,Matched,USR28771,MCH2363,Mismatch,Mismatch
CBK0001928,TXN00018064,USR85507,MCH2857,2026-02-01 01:25:56,2026-01-09 05:25:00,590.0,Customer Dispute,customer says transaction was not authorized.,Resolved,2026-01-30 00:00:00,Medium,Email,Unmatched,Matched,Matched,USR30974,MCH9695,Mismatch,Mismatch
CBK0001721,TXN00013741,USR65211,MCH5954,2026-08-02 00:00:00,2026-02-14 00:34:00,1756.23,Merchant Not Delivered,complaint received after multiple failed attempts.,Closed,2026-03-11 00:34:00,High,Branch,Unmatched,Matched,Matched,USR96759,MCH2104,Mismatch,Mismatch
CBK0001619,TXN00007989,USR21845,MCH1998,2026-02-17 00:00:00,2026-02-17 00:00:00,1245.09,Incorrect Amount,customer complaint text unclear due to poor call center notes.,Closed,2026-02-23 22:05:00,Medium,Chatbot,Unmatched,Unmatched,Matched,USR25951,MCH2301,Mismatch,Mismatch
CBK0000139,TXN00034566,USR29306,MCH4355,2026-01-13 06:24:38,2026-01-15 00:00:00,2696.0,Duplicate Debit,user says upi pin was not entered by them.,Rejected,,Low,IVR,Unmatched,Matched,Unmatched,,,Not Applicable,Not Applicable
CBK0001893,TXN00018872,USR67363,MCH2594,2026-01-31 00:00:00,2026-02-02 00:00:00,4001.57,Unauthorized Transaction,user reports money deducted but merchant denies receiving payment.,Rejected,,Medium,IVR,Matched,Unmatched,Matched,USR79520,MCH1023,Mismatch,Mismatch
CBK0001686,TXN00003833,USR21384,MCH4729,2026-03-18 10:00:38,2026-03-22 00:00:00,1688.18,Customer Dispute,customer says transaction was not authorized.,Open,2026-04-17 00:00:00,Medium,IVR,Unmatched,Matched,Matched,USR68213,MCH1831,Mismatch,Mismatch
CBK0000868,TXN00017012,USR26098,MCH2383,2026-02-07 23:22:53,2026-02-09 00:00:00,990.42,Service Failed,customer says amount was debited twice.,Resolved,,Medium,IVR,Unmatched,Matched,Matched,USR92099,MCH3331,Mismatch,Mismatch
CBK0002309,TXN00012387,USR18453,MCH5452,2026-02-03 00:00:00,2026-03-07 00:00:00,2462.0,Duplicate Debit,customer complaint text unclear due to poor call center notes. na,Rejected,,Medium,Chatbot,Unmatched,Unmatched,Matched,USR51470,MCH6746,Mismatch,Mismatch
CBK0000116,TXN00008116,USR77356,MCH8789,2026-02-13 00:00:00,2026-02-19 00:00:00,841.93,Unauthorized Transaction,suspicious high-value payment disputed by customer.,Closed,2026-03-16 00:00:00,Low,IVR,Unmatched,Matched,Matched,USR58627,MCH8540,Mismatch,Mismatch
CBK0000093,TXN00009196,USR28608,MCH7127,2026-01-20 18:00:00,2026-01-22 00:00:00,,Merchant Not Delivered,suspicious high-value payment disputed by customer.,Pending Bank,2026-02-07 12:00:43,Medium,Email,Matched,Matched,Matched,USR63311,MCH7297,Mismatch,Mismatch
CBK0000064,TXN00019898,USR48525,MCH5257,2026-03-13 04:30:00,2026-03-15 20:30:00,861.86,Incorrect Amount,suspicious high-value payment disputed by customer.,Closed,2026-03-04 20:30:01,Medium,Email,Matched,Matched,Matched,USR23497,MCH7248,Mismatch,Mismatch
CBK0002119,TXN00005222,USR53942,MCH6399,2026-01-21 09:16:49,2026-01-29 00:00:00,1345.55,Account Compromised,complaint received after multiple failed attempts.,Rejected,,Low,IVR,Unmatched,Unmatched,Matched,USR99304,MCH3442,Mismatch,Mismatch
CBK0002412,TXN00003020,USR96958,MCH8779,2026-03-14 00:00:00,2026-03-17 00:00:00,2521.22,Duplicate Debit,user claims account was compromised before transaction.,Closed,2026-03-18 20:13:34,Low,Email,Unmatched,Matched,Matched,USR30005,MCH3549,Mismatch,Mismatch
CBK0000149,TXN00015300,USR25559,MCH8125,2026-03-24 00:00:00,,753.9,Account Compromised,merchant service was not delivered after payment.,In Progress,,Medium,App,Unmatched,Matched,Matched,USR81673,MCH9578,Mismatch,Mismatch
CBK0002702,TXN00010278,USR59665,MCH8977,2026-03-10 00:00:00,2026-03-16 05:57:07,1779.15,Unauthorized Transaction,complaint received after multiple failed attempts.,Closed,2026-04-01 05:57:00,High,IVR,Matched,Unmatched,Matched,USR27506,MCH9435,Mismatch,Mismatch
CBK0002747,TXN00010095,USR18347,MCH9442,2026-03-24 00:00:00,,1820.01,Duplicate Debit,merchant service was not delivered after payment.,Resolved,2026-03-30 00:00:00,Low,Email,Matched,Matched,Matched,USR28919,MCH7936,Mismatch,Mismatch
CBK0002394,TXN00001169,USR60198,MCH6518,2026-02-27 00:00:00,2026-03-03 00:00:00,10453.78,Incorrect Amount,customer says transaction was not authorized.,In Progress,2026-03-16 00:00:00,Medium,Chatbot,Matched,Unmatched,Matched,USR95219,MCH4897,Mismatch,Mismatch
CBK0001574,TXN00019043,USR90528,MCH6885,2026-01-17 00:00:00,2026-01-22 23:10:00,215.0,Fraud,user reports money deducted but merchant denies receiving payment.,Pending Bank,2026-10-02 00:00:00,High,Branch,Matched,Unmatched,Matched,USR40085,MCH4173,Mismatch,Mismatch
CBK0002307,TXN00036574,USR15565,MCH4590,2026-02-08 00:00:00,2026-02-09 00:00:00,676.79,Fraud,user reports money deducted but merchant denies receiving payment.,Resolved,2026-02-15 12:46:00,Medium,Call Center,Unmatched,Unmatched,Unmatched,,,Not Applicable,Not Applicable
CBK0000816,TXN00014266,USR92332,MCH2146,2026-03-21 11:09:00,2026-03-21 00:00:00,,Customer Dispute,customer complaint text unclear due to poor call center notes. details missing,Pending Bank,2026-03-25 00:00:00,Medium,Branch,Unmatched,Unmatched,Matched,USR12371,MCH9687,Mismatch,Mismatch
CBK0001321,TXN00019939,USR87558,MCH3588,2026-02-19 00:00:00,2026-02-20 00:00:00,1954.14,Merchant Not Delivered,user claims account was compromised before transaction. call dropped,Resolved,2026-03-09 00:00:00,Medium,Email,Unmatched,Unmatched,Matched,USR35369,MCH9984,Mismatch,Mismatch
CBK0000821,TXN00001860,USR54089,MCH8467,2026-03-21 00:00:00,2026-03-22 00:00:00,,Account Compromised,user reports money deducted but merchant denies receiving payment.,Open,,Low,IVR,Unmatched,Matched,Matched,USR94536,MCH8569,Mismatch,Mismatch
CBK0002326,TXN00005168,USR42079,MCH6628,2026-01-01 00:00:00,2026-01-02 00:00:00,5074.67,Fraud,customer complaint text unclear due to poor call center notes.,Resolved,2026-05-01 00:00:00,High,Call Center,Unmatched,Matched,Matched,USR79932,MCH8954,Mismatch,Mismatch
CBK0002415,TXN00007375,USR25624,MCH3252,,2026-03-23 00:00:00,4608.0,Customer Dispute,payment made to unknown merchant as per customer statement.,Resolved,2026-04-17 22:41:55,High,Call Center,Unmatched,Matched,Matched,USR81669,MCH4546,Mismatch,Mismatch
CBK0001513,TXN00000653,USR70889,MCH8076,2026-03-15 00:00:00,2026-03-19 00:00:00,4308.0,Merchant Not Delivered,customer says transaction was not authorized.,Pending Bank,2026-01-04 00:00:00,Low,App,Unmatched,Matched,Matched,USR28162,MCH4994,Mismatch,Mismatch
CBK0002048,TXN00015397,USR65030,MCH4270,2026-02-08 00:00:00,,460.42,Account Compromised,user reports money deducted but merchant denies receiving payment. call dropped,Rejected,2026-03-04 09:53:00,Critical,Branch,Unmatched,Unmatched,Matched,USR58187,MCH2275,Mismatch,Mismatch
CBK0002293,TXN00004932,USR18205,MCH1981,2026-02-28 11:31:00,2026-02-24 00:00:00,595.39,Fraud,user reports money deducted but merchant denies receiving payment.,Rejected,,Low,Branch,Unmatched,Unmatched,Matched,USR24394,MCH3151,Mismatch,Mismatch
CBK0000520,TXN00002770,USR60151,MCH8249,2026-02-22 00:00:00,2026-02-24 00:00:00,908.2,Incorrect Amount,customer says amount was debited twice.,In Progress,2026-03-23 00:00:00,Low,Chatbot,Matched,Unmatched,Matched,USR75185,MCH1930,Mismatch,Mismatch
CBK0001708,TXN00009350,USR60818,MCH2906,2026-01-18 00:00:00,,478.75,Incorrect Amount,customer says transaction was not authorized.,Resolved,2026-01-27 00:00:00,Medium,Call Center,Unmatched,Unmatched,Matched,USR68014,MCH9859,Mismatch,Mismatch
CBK0001097,,USR34204,MCH5980,2026-03-11 00:00:00,2026-03-13 00:00:00,2968.29,Incorrect Amount,merchant service was not delivered after payment.,Rejected,2026-03-23 00:00:00,Medium,IVR,Unmatched,Matched,Unmatched,,,Not Applicable,Not Applicable
CBK0000477,TXN00001582,USR30157,MCH7030,2026-01-09 00:00:00,2026-01-10 00:00:00,6740.29,Account Compromised,user says upi pin was not entered by them.,Closed,2026-01-20 00:00:00,Medium,IVR,Unmatched,Matched,Matched,USR98121,MCH9592,Mismatch,Mismatch
CBK0000740,TXN00019738,USR22040,MCH1234,2026-03-20 00:00:00,2026-03-26 03:59:33,584.74,Account Compromised,merchant service was not delivered after payment.,Resolved,2026-07-04 03:59:33,Low,Email,Matched,Matched,Matched,USR36710,MCH2065,Mismatch,Mismatch
CBK0001907,TXN00014905,USR24536,MCH2714,2026-02-23 00:00:00,,797.17,Customer Dispute,merchant service was not delivered after payment.,Open,2026-03-23 00:00:00,Medium,App,Unmatched,Unmatched,Matched,USR16644,MCH3895,Mismatch,Mismatch
CBK0001098,TXN00006667,USR54912,MCH4734,2026-03-16 00:00:00,2026-03-19 00:00:00,4240.52,Merchant Not Delivered,user reports money deducted but merchant denies receiving payment. call dropped,In Progress,2026-04-07 00:00:00,Low,Chatbot,Unmatched,Unmatched,Matched,USR70689,MCH6948,Mismatch,Mismatch
CBK0002034,TXN00014295,USR46599,MCH7669,2026-02-22 00:00:00,2026-04-09 00:23:56,3265.64,Duplicate Debit,customer complaint text unclear due to poor call center notes.,Resolved,2026-05-05 00:23:56,Low,Call Center,Unmatched,Unmatched,Matched,USR54427,MCH5067,Mismatch,Mismatch
CBK0000328,TXN00011489,USR62345,MCH8996,,2026-01-26 04:02:00,1419.0,Account Compromised,customer says transaction was not authorized.,Closed,2026-01-27 04:02:03,Low,Chatbot,Unmatched,Matched,Matched,USR35220,MCH1964,Mismatch,Mismatch
CBK0002510,TXN00049297,USR99880,MCH1439,2026-05-02 04:07:59,,1707.55,Customer Dispute,user says upi pin was not entered by them. na,Pending Bank,,Medium,Email,Unmatched,Matched,Unmatched,,,Not Applicable,Not Applicable
CBK0000819,TXN00008276,USR66046,MCH3941,2026-02-25 00:00:00,2026-12-03 00:00:00,2947.75,Unauthorized Transaction,suspicious high-value payment disputed by customer.,Open,2026-03-28 00:00:00,High,Chatbot,Unmatched,Matched,Matched,USR70794,MCH1079,Mismatch,Mismatch
CBK0001301,TXN00005559,USR98939,MCH5403,2026-01-10 00:00:00,2026-07-01 00:00:00,597.81,Customer Dispute,merchant service was not delivered after payment.,Rejected,,Medium,Chatbot,Unmatched,Unmatched,Matched,USR19294,MCH9688,Mismatch,Mismatch
CBK0000547,TXN00003173,USR42144,MCH9330,2026-03-22 02:40:00,2026-03-24 00:00:00,3014.0,Duplicate Debit,customer complaint text unclear due to poor call center notes.,Rejected,2026-04-14 00:00:00,Low,Email,Matched,Unmatched,Matched,USR11880,MCH5407,Mismatch,Mismatch
CBK0001625,TXN00006214,USR39132,MCH3495,2026-02-13 00:00:00,2026-03-30 23:46:00,4111.68,Customer Dispute,user reports money deducted but merchant denies receiving payment.,Closed,2026-12-04 23:46:08,Medium,Email,Matched,Unmatched,Matched,USR60393,MCH4981,Mismatch,Mismatch
CBK0001515,TXN00000062,USR11366,MCH2992,,2026-03-07 14:01:00,330.73,Merchant Not Delivered,user says upi pin was not entered by them.,Closed,2026-04-05 00:00:00,Low,Branch,Matched,Unmatched,Matched,USR97519,MCH2304,Mismatch,Mismatch
CBK0000788,TXN00003574,USR22284,MCH4473,2026-03-28 00:00:00,2026-03-30 14:07:24,3933.58,Unauthorized Transaction,user says upi pin was not entered by them.,Resolved,2026-04-28 00:00:00,Low,Branch,Unmatched,Unmatched,Matched,USR19514,MCH1684,Mismatch,Mismatch
CBK0000089,TXN00017797,USR85655,MCH8344,2026-01-22 00:00:00,2026-01-23 23:22:08,1590.47,Merchant Not Delivered,complaint received after multiple failed attempts.,Open,2026-07-02 00:00:00,High,IVR,Unmatched,Matched,Matched,USR97459,MCH5965,Mismatch,Mismatch
CBK0002218,TXN00018418,USR35410,MCH7622,2026-03-13 08:55:08,2026-03-16 00:00:00,671.84,Customer Dispute,customer says transaction was not authorized.,In Progress,2026-04-08 00:00:00,High,Branch,Matched,Matched,Matched,USR39961,MCH1493,Mismatch,Mismatch
CBK0001356,TXN00018996,USR61151,MCH3100,2026-01-25 00:00:00,2026-01-27 00:00:00,1863.8,Incorrect Amount,customer says amount was debited twice.,Closed,2026-12-02 00:00:00,Low,IVR,Unmatched,Unmatched,Matched,USR92527,MCH1099,Mismatch,Mismatch
CBK0001028,TXN00007136,USR67087,MCH5446,2026-02-03 03:15:09,2026-05-03 00:00:00,6758.4,Duplicate Debit,customer complaint text unclear due to poor call center notes.,In Progress,2026-03-20 00:15:00,Low,Call Center,Matched,Unmatched,Matched,USR82356,MCH6033,Mismatch,Mismatch
