cluster_id,user_count,merchant_count,network_edge_count,transaction_count,transaction_amount,failed_transaction_count,failed_rate,chargeback_count,disputed_amount,chargeback_rate,high_risk_edges,risk_score,risk_level
1211,3,1,3,3.0,42844.29,1.0,33.33333333333333,0.0,0.0,0.0,0,10.0,Low
1212,2,1,2,2.0,22746.28,1.0,50.0,0.0,0.0,0.0,0,10.0,Low
1213,3,2,4,3.0,20617.23,0.0,0.0,1.0,3120.43,33.33333333333333,0,25.0,Medium
1214,1,1,1,1.0,11137.92,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1215,9,3,11,10.0,99986.23,2.0,20.0,1.0,982.39,10.0,0,50.0,High
1216,1,1,1,1.0,659.3,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1217,1,1,1,1.0,20002.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1218,3,1,3,3.0,40942.72,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1219,1,1,1,1.0,18640.12,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1220,1,1,1,1.0,10341.28,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1221,4,1,4,4.0,71309.7,1.0,25.0,0.0,0.0,0.0,0,10.0,Low
1222,5,1,5,4.0,55881.909999999996,0.0,0.0,1.0,14485.22,25.0,0,35.0,Medium
1223,1,1,1,1.0,12980.62,1.0,100.0,0.0,0.0,0.0,0,10.0,Low
1224,3,1,3,3.0,19751.190000000002,1.0,33.33333333333333,0.0,0.0,0.0,0,10.0,Low
1225,3,1,3,3.0,53334.56,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1226,5,1,5,5.0,66968.76,1.0,20.0,0.0,0.0,0.0,0,20.0,Low
1227,4,1,4,3.0,51245.93,1.0,33.33333333333333,1.0,2069.0,33.33333333333333,0,35.0,Medium
1228,9,4,12,12.0,95454.46,1.0,8.333333333333332,0.0,0.0,0.0,0,15.0,Low
1229,2,1,2,2.0,19166.69,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1230,3,2,4,4.0,56859.36,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1231,5,1,5,4.0,50457.42,1.0,25.0,1.0,2025.66,25.0,0,45.0,Medium
1232,1,1,1,1.0,9176.29,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1233,3,1,3,3.0,37408.85,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1234,2,1,2,2.0,32397.22,1.0,50.0,0.0,0.0,0.0,0,10.0,Low
1235,2,1,2,2.0,17396.33,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1236,1,1,1,1.0,21783.21,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1237,11,3,13,11.0,126321.9,2.0,18.181818181818183,2.0,5212.92,18.181818181818183,0,45.0,Medium
1238,5,2,6,6.0,74091.78,0.0,0.0,0.0,0.0,0.0,0,10.0,Low
1239,1,1,1,1.0,5284.29,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1240,5,1,5,5.0,73711.49,1.0,20.0,0.0,0.0,0.0,0,20.0,Low
1241,4,1,4,4.0,42697.31,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1242,4,1,4,4.0,62417.08,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1243,4,3,6,5.0,62910.82,0.0,0.0,1.0,1820.01,20.0,0,30.0,Medium
1244,1,1,1,1.0,11723.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1245,4,1,4,4.0,72159.36,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1246,5,2,6,6.0,69266.25,0.0,0.0,0.0,0.0,0.0,0,10.0,Low
1247,1,1,1,1.0,12602.39,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1248,5,1,5,4.0,52551.159999999996,1.0,25.0,1.0,2032.79,25.0,0,45.0,Medium
1249,6,1,6,5.0,70889.92,0.0,0.0,1.0,7577.71,20.0,0,35.0,Medium
1250,5,1,5,4.0,64033.21,0.0,0.0,1.0,980.58,25.0,0,35.0,Medium
1251,6,3,8,8.0,89512.57,1.0,12.5,0.0,0.0,0.0,0,15.0,Low
1252,15,5,19,17.0,222177.45,1.0,5.88235294117647,2.0,2268.67,11.76470588235294,0,45.0,Medium
1253,2,1,2,2.0,27739.22,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1254,5,2,6,6.0,52327.32,0.0,0.0,0.0,0.0,0.0,0,10.0,Low
1255,1,1,1,1.0,3614.84,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1256,2,1,2,2.0,31631.03,1.0,50.0,0.0,0.0,0.0,0,10.0,Low
1257,4,1,4,4.0,51395.87,1.0,25.0,0.0,0.0,0.0,0,10.0,Low
1258,8,2,9,8.0,117570.95,0.0,0.0,1.0,0.0,12.5,0,35.0,Medium
1259,3,1,3,3.0,40259.35,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1260,7,2,8,8.0,96011.38,0.0,0.0,0.0,0.0,0.0,0,10.0,Low
1261,4,1,4,3.0,34696.55,1.0,33.33333333333333,1.0,3359.61,33.33333333333333,0,35.0,Medium
1262,7,1,7,6.0,63103.97,0.0,0.0,1.0,728.14,16.666666666666664,0,35.0,Medium
1263,4,1,4,4.0,52526.68,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1264,4,1,4,3.0,24496.55,0.0,0.0,1.0,1647.57,33.33333333333333,0,25.0,Medium
1265,2,1,2,2.0,27693.879999999997,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1266,3,1,3,2.0,12652.34,0.0,0.0,1.0,689.0,50.0,0,25.0,Medium
1267,2,1,2,2.0,10989.01,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1268,2,2,3,3.0,38712.03,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1269,5,3,7,6.0,55379.63,0.0,0.0,1.0,4972.38,16.666666666666664,0,40.0,Medium
1270,5,2,6,6.0,137629.47,0.0,0.0,0.0,0.0,0.0,0,10.0,Low
1271,3,1,3,3.0,61123.55,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1272,1,1,1,1.0,14003.5,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1273,3,1,3,3.0,47220.979999999996,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1274,5,1,5,5.0,77246.08,1.0,20.0,0.0,0.0,0.0,0,20.0,Low
1275,9,2,10,9.0,117629.01,2.0,22.22222222222222,1.0,1498.49,11.11111111111111,0,45.0,Medium
1276,1,1,1,1.0,17203.88,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1277,2,1,2,1.0,18001.79,0.0,0.0,1.0,6623.0,100.0,0,25.0,Medium
1278,2,1,2,2.0,13580.24,1.0,50.0,0.0,0.0,0.0,0,10.0,Low
1279,3,1,3,3.0,47410.58,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1280,6,2,7,6.0,101400.45,0.0,0.0,1.0,1523.73,16.666666666666664,0,35.0,Medium
1281,5,3,7,7.0,72198.86,1.0,14.285714285714285,0.0,0.0,0.0,0,15.0,Low
1282,5,1,5,4.0,25979.55,0.0,0.0,1.0,0.0,25.0,0,35.0,Medium
1283,2,1,2,1.0,20313.72,1.0,100.0,1.0,687.06,100.0,0,35.0,Medium
1284,2,1,2,2.0,23514.33,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1285,6,1,6,6.0,85381.2,1.0,16.666666666666664,0.0,0.0,0.0,0,10.0,Low
1286,3,1,3,3.0,16314.87,1.0,33.33333333333333,0.0,0.0,0.0,0,10.0,Low
1287,7,2,8,6.0,73897.86,0.0,0.0,2.0,4980.8,33.33333333333333,0,40.0,Medium
1288,4,1,4,4.0,35778.369999999995,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1289,4,1,4,4.0,65188.77,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1290,2,1,2,2.0,25472.82,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1291,3,1,3,3.0,38098.61,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1292,4,1,4,4.0,55750.47,1.0,25.0,0.0,0.0,0.0,0,10.0,Low
1293,2,1,2,2.0,30967.230000000003,1.0,50.0,0.0,0.0,0.0,0,10.0,Low
1294,3,1,3,3.0,21953.56,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1295,3,1,3,3.0,12663.039999999999,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1296,7,4,10,10.0,119959.42,1.0,10.0,0.0,0.0,0.0,0,15.0,Low
1297,3,1,3,3.0,26967.36,1.0,33.33333333333333,0.0,0.0,0.0,0,10.0,Low
1298,3,1,3,3.0,48109.51,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1299,7,2,8,8.0,107067.39,1.0,12.5,0.0,0.0,0.0,0,10.0,Low
1300,2,1,2,2.0,22263.15,1.0,50.0,0.0,0.0,0.0,0,10.0,Low
1301,6,1,6,5.0,67649.74,1.0,20.0,1.0,732.66,20.0,0,45.0,Medium
1302,3,1,3,3.0,35277.47,1.0,33.33333333333333,0.0,0.0,0.0,0,10.0,Low
1303,3,1,3,3.0,30795.35,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1304,1,1,1,1.0,6588.52,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1305,18,5,22,17.0,227927.62,1.0,5.88235294117647,5.0,15093.36,29.411764705882355,0,60.0,High
1306,5,3,7,7.0,78303.26000000001,1.0,14.285714285714285,0.0,0.0,0.0,0,15.0,Low
1307,1,1,1,1.0,8086.62,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1308,2,1,2,2.0,27061.620000000003,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1309,9,2,10,10.0,92644.99,0.0,0.0,0.0,0.0,0.0,0,10.0,Low
1310,4,1,4,4.0,30660.33,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1311,1,1,1,1.0,18301.88,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1312,4,2,5,5.0,43941.88,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1313,4,1,4,4.0,51966.02,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1314,1,1,1,1.0,11638.77,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1315,2,1,2,2.0,33795.78,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1316,14,8,21,20.0,265881.25,0.0,0.0,1.0,14278.2,5.0,0,40.0,Medium
1317,1,1,1,1.0,14049.33,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1318,4,1,4,4.0,70363.43,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1319,6,1,6,5.0,94599.8,0.0,0.0,1.0,1142.86,20.0,0,35.0,Medium
1320,3,1,3,3.0,45995.04,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1321,1,1,1,1.0,16112.7,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1322,3,1,3,3.0,40716.86,1.0,33.33333333333333,0.0,0.0,0.0,0,10.0,Low
1323,1,1,1,1.0,5548.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1324,4,1,4,4.0,45293.96,1.0,25.0,0.0,0.0,0.0,0,10.0,Low
1325,2,1,2,2.0,41328.07,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1326,7,3,9,9.0,101796.26000000001,3.0,33.33333333333333,0.0,0.0,0.0,0,25.0,Medium
1327,3,1,3,3.0,24882.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1328,2,1,2,2.0,18032.57,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1329,7,2,8,7.0,109982.4,2.0,28.57142857142857,1.0,855.85,14.285714285714285,0,45.0,Medium
1330,2,1,2,2.0,20615.98,1.0,50.0,0.0,0.0,0.0,0,10.0,Low
1331,3,1,3,3.0,58726.97,1.0,33.33333333333333,0.0,0.0,0.0,0,10.0,Low
1332,6,3,8,8.0,116600.75,0.0,0.0,0.0,0.0,0.0,0,15.0,Low
1333,3,1,3,3.0,32234.76,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1334,3,1,3,3.0,42726.43,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1335,7,2,8,7.0,81615.15,1.0,14.285714285714285,1.0,1550.0,14.285714285714285,0,35.0,Medium
1336,3,1,3,3.0,36980.75,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1337,8,3,10,7.0,91144.83,3.0,42.857142857142854,3.0,4936.15,42.857142857142854,0,60.0,High
1338,3,1,3,3.0,43551.490000000005,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1339,14,6,19,13.0,144511.24,3.0,23.076923076923077,6.0,22398.07,46.15384615384615,0,75.0,Critical
1340,2,1,2,2.0,23002.649999999998,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1341,3,1,3,3.0,38701.81,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1342,2,1,2,2.0,34693.85,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1343,6,2,7,6.0,37747.74,1.0,16.666666666666664,1.0,3904.6,16.666666666666664,0,35.0,Medium
1344,2,1,2,2.0,22456.59,1.0,50.0,0.0,0.0,0.0,0,10.0,Low
1345,3,1,3,3.0,58722.18,1.0,33.33333333333333,0.0,0.0,0.0,0,10.0,Low
1346,5,1,5,4.0,50132.57,0.0,0.0,1.0,2150.04,25.0,0,35.0,Medium
1347,3,1,3,3.0,35586.79,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1348,3,1,3,3.0,14705.74,1.0,33.33333333333333,0.0,0.0,0.0,0,10.0,Low
1349,2,1,2,2.0,20186.14,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1350,4,1,4,3.0,29338.25,1.0,33.33333333333333,1.0,532.41,33.33333333333333,0,35.0,Medium
1351,4,1,4,4.0,68791.1,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1352,2,1,2,2.0,8097.81,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1353,2,1,2,2.0,24444.440000000002,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1354,16,8,23,21.0,230133.27,1.0,4.761904761904762,2.0,7668.299999999999,9.523809523809524,0,45.0,Medium
1355,4,1,4,3.0,51255.67,0.0,0.0,1.0,3309.31,33.33333333333333,0,25.0,Medium
1356,7,4,10,9.0,108500.84,0.0,0.0,1.0,12334.0,11.11111111111111,0,40.0,Medium
1357,6,2,7,6.0,51622.69,0.0,0.0,1.0,339.58,16.666666666666664,0,35.0,Medium
1358,10,3,12,10.0,183028.7,2.0,20.0,2.0,2835.55,20.0,0,55.0,High
1359,5,2,6,6.0,84578.71,0.0,0.0,0.0,0.0,0.0,0,10.0,Low
1360,5,2,6,6.0,85436.72,1.0,16.666666666666664,0.0,0.0,0.0,0,10.0,Low
1361,3,1,3,3.0,45935.01,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1362,2,1,2,2.0,13602.43,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1363,2,1,2,2.0,29769.87,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1364,3,2,4,4.0,61256.340000000004,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1365,2,1,2,2.0,30384.39,1.0,50.0,0.0,0.0,0.0,0,10.0,Low
1366,3,1,3,3.0,42785.66,1.0,33.33333333333333,0.0,0.0,0.0,0,10.0,Low
1367,3,1,3,2.0,16909.12,1.0,50.0,1.0,2345.0,50.0,0,35.0,Medium
1368,3,1,3,2.0,35763.130000000005,1.0,50.0,1.0,917.78,50.0,0,35.0,Medium
1369,13,3,15,15.0,170763.26,0.0,0.0,0.0,0.0,0.0,0,15.0,Low
1370,10,4,13,11.0,83294.8,0.0,0.0,2.0,2330.81,18.181818181818183,0,45.0,Medium
1371,3,1,3,3.0,39592.96,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1372,3,1,3,3.0,30451.22,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1373,3,1,3,3.0,32493.960000000003,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1374,5,1,5,5.0,88019.81,1.0,20.0,0.0,0.0,0.0,0,20.0,Low
1375,4,1,4,4.0,35989.04,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1376,4,1,4,4.0,73488.56,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1377,3,1,3,3.0,34879.09,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1378,2,1,2,2.0,14955.13,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1379,8,3,10,7.0,70757.41,1.0,14.285714285714285,3.0,2344.5,42.857142857142854,0,50.0,High
1380,8,3,10,10.0,85854.68,2.0,20.0,0.0,0.0,0.0,0,25.0,Medium
1381,7,3,9,9.0,125669.32,1.0,11.11111111111111,0.0,0.0,0.0,0,15.0,Low
1382,3,1,3,3.0,43567.100000000006,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1383,5,1,5,5.0,64554.65,1.0,20.0,0.0,0.0,0.0,0,20.0,Low
1384,2,1,2,2.0,15854.73,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1385,4,1,4,3.0,19975.29,0.0,0.0,1.0,9956.85,33.33333333333333,0,25.0,Medium
1386,10,3,12,12.0,205174.96,1.0,8.333333333333332,0.0,0.0,0.0,0,15.0,Low
1387,4,1,4,4.0,74833.49,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1388,4,1,4,4.0,54330.909999999996,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1389,4,1,4,4.0,39908.42,2.0,50.0,0.0,0.0,0.0,0,10.0,Low
1390,2,1,2,2.0,25163.910000000003,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1391,4,1,4,4.0,47346.39,2.0,50.0,0.0,0.0,0.0,0,10.0,Low
1392,4,1,4,4.0,38658.69,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1393,5,1,5,5.0,70215.47,0.0,0.0,0.0,0.0,0.0,0,10.0,Low
1394,2,1,2,2.0,10950.9,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1395,2,1,2,2.0,15438.94,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1396,9,4,12,11.0,147743.37,1.0,9.090909090909092,1.0,616.19,9.090909090909092,0,40.0,Medium
1397,4,3,6,6.0,96069.12,0.0,0.0,0.0,0.0,0.0,0,5.0,Low
1398,1,1,1,1.0,1386.99,1.0,100.0,0.0,0.0,0.0,0,10.0,Low
1399,2,1,2,1.0,17712.24,0.0,0.0,1.0,3231.22,100.0,0,25.0,Medium
1400,2,2,3,2.0,10374.92,0.0,0.0,1.0,6388.0,50.0,0,25.0,Medium
1401,5,2,6,4.0,51519.35,0.0,0.0,2.0,5372.56,50.0,0,40.0,Medium
1402,2,1,2,2.0,20595.72,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1403,9,4,12,12.0,136401.52,1.0,8.333333333333332,0.0,0.0,0.0,0,15.0,Low
1404,1,1,1,1.0,4184.37,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1405,4,1,4,4.0,69707.22,1.0,25.0,0.0,0.0,0.0,0,10.0,Low
1406,2,1,2,2.0,11956.42,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1407,2,1,2,1.0,4971.59,0.0,0.0,1.0,450.33,100.0,0,25.0,Medium
1408,2,1,2,2.0,20656.54,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1409,2,1,2,2.0,37638.479999999996,1.0,50.0,0.0,0.0,0.0,0,10.0,Low
1410,3,1,3,3.0,32657.5,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1411,1,1,1,1.0,947.84,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1412,3,1,3,3.0,39666.21,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1413,4,2,5,5.0,55457.58,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1414,4,2,5,5.0,70979.25,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1415,2,1,2,2.0,23403.24,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1416,6,2,7,7.0,54624.96,0.0,0.0,0.0,0.0,0.0,0,10.0,Low
1417,4,1,4,4.0,54379.369999999995,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1418,2,1,2,2.0,34583.45,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1419,1,1,1,1.0,24596.31,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1420,5,3,7,6.0,77721.68,0.0,0.0,1.0,177.16,16.666666666666664,0,40.0,Medium
1421,4,2,5,5.0,79604.75,1.0,20.0,0.0,0.0,0.0,0,10.0,Low
1422,6,2,7,7.0,107055.18,1.0,14.285714285714285,0.0,0.0,0.0,0,10.0,Low
1423,1,1,1,1.0,21216.21,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1424,1,1,1,1.0,20246.5,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1425,2,1,2,2.0,34830.409999999996,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1426,2,1,2,2.0,21161.4,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1427,15,8,22,16.0,248496.02,2.0,12.5,6.0,32416.489999999998,37.5,0,75.0,Critical
1428,9,4,12,11.0,115772.62999999999,0.0,0.0,1.0,0.0,9.090909090909092,0,40.0,Medium
1429,4,1,4,3.0,18915.2,0.0,0.0,1.0,1142.95,33.33333333333333,0,25.0,Medium
1430,1,1,1,1.0,506.8,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1431,5,2,6,6.0,66169.23,0.0,0.0,0.0,0.0,0.0,0,10.0,Low
1432,4,2,5,5.0,61829.64,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1433,10,3,12,11.0,87169.28,0.0,0.0,1.0,4816.91,9.090909090909092,0,40.0,Medium
1434,3,1,3,3.0,47350.67,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1435,6,1,6,6.0,59213.07,0.0,0.0,0.0,0.0,0.0,0,10.0,Low
1436,2,1,2,2.0,12768.11,1.0,50.0,0.0,0.0,0.0,0,10.0,Low
1437,7,2,8,8.0,64195.76,1.0,12.5,0.0,0.0,0.0,0,10.0,Low
1438,2,1,2,2.0,19697.65,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1439,11,3,13,12.0,129580.39,3.0,25.0,1.0,1245.09,8.333333333333332,0,50.0,High
1440,2,1,2,2.0,32707.27,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1441,2,2,3,3.0,30376.42,1.0,33.33333333333333,0.0,0.0,0.0,0,10.0,Low
1442,5,2,6,6.0,79414.07,1.0,16.666666666666664,0.0,0.0,0.0,0,10.0,Low
1443,5,1,5,3.0,28438.35,0.0,0.0,2.0,3692.49,66.66666666666666,0,40.0,Medium
1444,4,1,4,4.0,65401.56,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1445,1,1,1,1.0,15203.63,1.0,100.0,0.0,0.0,0.0,0,10.0,Low
1446,1,1,1,1.0,10086.16,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1447,8,3,10,10.0,126375.69,1.0,10.0,0.0,0.0,0.0,0,15.0,Low
1448,13,5,17,15.0,204832.44,3.0,20.0,2.0,8925.44,13.333333333333334,0,55.0,High
1449,1,1,1,1.0,24235.31,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1450,2,1,2,2.0,29306.78,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1451,4,1,4,4.0,42389.35,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1452,2,1,2,2.0,24522.899999999998,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1453,2,1,2,2.0,30824.94,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1454,2,1,2,2.0,21015.079999999998,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1455,3,1,3,2.0,18085.0,0.0,0.0,1.0,5439.35,50.0,0,25.0,Medium
1456,1,1,1,1.0,11009.31,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1457,3,1,3,3.0,52420.51,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1458,1,1,1,1.0,19576.79,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1459,4,1,4,4.0,51553.649999999994,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1460,4,2,5,4.0,34037.23,0.0,0.0,1.0,1009.36,25.0,0,25.0,Medium
1461,2,1,2,2.0,5457.73,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1462,1,1,1,1.0,18842.1,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1463,3,1,3,3.0,44072.97,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1464,3,1,3,2.0,31115.72,1.0,50.0,1.0,2380.3,50.0,0,35.0,Medium
1465,2,1,2,2.0,16457.760000000002,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1466,5,1,5,5.0,77063.76,1.0,20.0,0.0,0.0,0.0,0,20.0,Low
1467,2,1,2,2.0,20591.12,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1468,4,1,4,3.0,32961.520000000004,1.0,33.33333333333333,1.0,0.0,33.33333333333333,0,35.0,Medium
1469,4,1,4,3.0,68590.08,0.0,0.0,1.0,3352.04,33.33333333333333,0,25.0,Medium
1470,2,1,2,2.0,14002.06,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1471,6,1,6,6.0,109489.68,0.0,0.0,0.0,0.0,0.0,0,10.0,Low
1472,2,1,2,2.0,33511.33,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1473,2,1,2,2.0,28807.730000000003,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1474,2,1,2,2.0,45913.520000000004,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1475,2,1,2,2.0,35643.37,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1476,3,1,3,3.0,42943.01,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1477,1,1,1,1.0,9339.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1478,2,1,2,2.0,14811.14,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1479,6,1,6,6.0,48956.75,2.0,33.33333333333333,0.0,0.0,0.0,0,20.0,Low
1480,2,1,2,2.0,26817.28,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1481,2,1,2,2.0,32644.97,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1482,11,3,13,11.0,143715.97,1.0,9.090909090909092,2.0,3306.96,18.181818181818183,0,45.0,Medium
1483,3,1,3,3.0,61186.66,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1484,1,1,1,1.0,15241.53,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1485,3,1,3,3.0,57863.619999999995,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1486,2,1,2,2.0,10387.49,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1487,3,1,3,3.0,45046.74,1.0,33.33333333333333,0.0,0.0,0.0,0,10.0,Low
1488,5,2,6,4.0,47617.659999999996,1.0,25.0,2.0,2755.91,50.0,0,50.0,High
1489,2,1,2,1.0,17549.54,0.0,0.0,1.0,1404.29,100.0,0,25.0,Medium
1490,3,1,3,3.0,22666.71,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1491,2,1,2,2.0,22420.469999999998,0.0,0.0,0.0,0.0,0.0,0,0.0,Low
1492,1,1,1,1.0,9554.0,1.0,100.0,0.0,0.0,0.0,0,10.0,Low
1493,7,3,9,9.0,115659.31,0.0,0.0,0.0,0.0,0.0,0,15.0,Low
1494,7,2,8,7.0,107860.41,3.0,42.857142857142854,1.0,1895.66,14.285714285714285,0,45.0,Medium
