txn_id,timestamp,user_id,merchant_id,amount,utr,mcc,status
TXN00014809,28-03-26 2:02,USR30571,MCH6380,"₹16,802.98",UTR6790071013,4131,FAILED
TXN00005083,17-03-26 7:56,USR30572,MCH1129,-20938.44,UTR8762023522,7011,SUCCESS
TXN00016787,18-01-26 9:32,USR30574,MCH6718,"₹9,076.87",UTR3356174221,,SUCCESS
TXN00000630,21-03-26 15:59,USR30574,MCH3365,6318.4,UTR3663612839,5411,FAILED
TXN00002926,18-01-26 16:00,USR30575,MCH1382,22549.49,UTR0240374684,4131,COMPLETED
TXN00019815,18-01-26 9:37,USR30576,MCH4026,13531.36,UTR1396426411,5912,Declined
TXN00010241,04-03-26 19:47,USR30582,MCH8707,13657.01,UTR9016553003,5912,PROCESSING
TXN00010819,22-02-26 13:38,USR30585,MCH3946,5050.48,UTR 9302808671,5411,Success
TXN00007951,09-02-26,USR30593,MCH8350,23755.78,UTR5468622280,,COMPLETED
TXN00001008,26-02-26 4:25,USR30595,MCH4124,"21,231.40",UTR5430316330,5411,TXN_SUCCESS
TXN00008606,16-03-26 20:19,USR30601,MCH8441,"₹10,206.42",UTR4017732165,,PENDING
TXN00003605,06-02-26 11:19,USR30615,MCH5563,5475.56,,7011,SUCCESS
TXN00019069,30-03-26 19:15,USR30623,MCH2335,Rs. 10269.22,UTR7367662531,5912,COMPLETED
TXN00004336,12-01-26 6:27,USR30629,MCH7594,1373.59,UTR 6191174689,5411,TXN_SUCCESS
TXN00005139,13-01-26 23:06,USR30630,MCH4263,17081.03,UTR1239777985,4131,TXN_SUCCESS
TXN00006809,19-01-26 3:41,USR30631,MCH6457,"₹8,349.27",UTR3791729842,7011,SUCCESS
TXN00009121,19-02-26 16:16,USR30632,MCH3997,-22229.37,UTR6254640255,,Success
TXN00014187,20-02-26 8:15,USR30637,MCH6429,11478.32,UTR2574959288,5812,SUCCESS
TXN00001327,22-02-26 10:14,USR30641,MCH2642,"₹4,561.13",UTR0646200060,5912,Initiated
TXN00005121,28-01-26 4:02,USR30648,MCH1011,"INR 7,958",UTR 4089519493,5411,S
TXN00009829,02-11-26 7:57,USR30653,MCH1623,"₹19,280.69",UTR3674685071,5411,Success
TXN00017430,02-04-26 4:48,USR30655,MCH1071,6978.98,UTR7342659444,5912,TXN_SUCCESS
TXN00012650,12-03-26 12:11,USR30658,MCH5789,"INR 22,927",UTR1163429099,4131,S
TXN00012650,12-03-26 12:11,USR30658,MCH5789,"INR 22,927",UTR1163429099,4131,S
TXN00010184,04-01-26 9:13,USR30665,MCH9611,9405.24,UTR8016739891,5411,COMPLETED
TXN00005580,28-03-26 17:22,USR30667,MCH3841,10983.88,UTR 2469582753,7011,Initiated
TXN00009736,08-03-26 4:02,USR30669,MCH9695,Rs. 15119.27,UTR9011663851,5812,TXN_SUCCESS
TXN00015983,17-02-26,USR30670,MCH5458,22311.73,UTR4531171404,,TXN_SUCCESS
TXN00011727,01-21-2026 04:12:57 PM,USR30672,MCH9443,4821.32,UTR5993586572,5812,Success
TXN00013550,05-02-26 2:17,USR30674,MCH6201,2548.29,UTR9773151194,5812,SUCCESS
TXN00007308,04-03-26 11:24,USR30687,MCH8472,"INR 7,446",,5411,FAILED
TXN00019964,12-02-26 6:35,USR30696,MCH1210,22575.39,UTR6361695120,7011,COMPLETED
TXN00008474,11-01-26 5:51,USR30697,MCH2261,"4,285.85",UTR5903566767,5411,TXN_SUCCESS
TXN00016783,05-02-26 6:36,USR30700,MCH7651,"INR 1,848",UTR4550632974,5411,SUCCESS
TXN00001005,16-01-26 21:36,USR30701,MCH7534,20165.96,UTR6119669105,7011,SUCCESS
TXN00015685,11-03-26 8:06,USR30702,MCH3704,"₹19,038.58",UTR6279391150,5411,SUCCESS
TXN00012749,28-02-26 16:05,USR30709,MCH2694,4398.63,UTR3743404477,,COMPLETED
TXN00014374,17-01-26 8:31,USR30719,MCH9038,13084.22,UTR0697242265,,COMPLETED
TXN00003904,10-03-26 15:49,USR30722,MCH2232,6286.72,UTR3287642861,4131,S
TXN00001362,28-01-26 0:09,USR30731,MCH7836,Rs. 5274.45,UTR6700617342,,SUCCESS
TXN00001163,16-03-26 0:01,USR30738,MCH4304,8384.62,UTR0312159098,5912,Success
TXN00002475,09-02-26 21:22,USR30746,MCH4942,13339.33,UTR9947232746,4131,COMPLETED
TXN00009485,26-03-26 15:36,USR30748,MCH5289,22482.27,UTR9604410253,5812,SUCCESS
TXN00000786,1771372736,USR30749,MCH1069,"INR 22,712",UTR9287193733,5411,SUCCESS
TXN00002772,27-01-26 15:45,USR30750,MCH2603,6874.85,UTR6894186659,5812,Success
TXN00015917,19-01-26 7:37,USR30751,MCH8282,"6,577.95",UTR8061084821,5411,COMPLETED
TXN00012963,26-01-26 5:16,USR30753,MCH2769,20597.77,UTR3924987108,5411,Success
TXN00006150,09-01-26 13:09,USR30753,MCH4517,23655.21,UTR0393164485,,TXN_SUCCESS
TXN00007228,24-02-26 22:26,USR30756,MCH3924,2759.34,UTR 1525720952,7011,COMPLETED
TXN00009318,03-02-26 22:44,USR30761,MCH2768,9253.52,UTR8169227475,7011,S
TXN00011251,13-01-26 11:55,USR30762,MCH8001,13848.81,UTR2139094218,5912,SUCCESS
TXN00009569,04-02-26 12:39,USR30780,MCH2953,12409.44,UTR1256403816,5812,COMPLETED
TXN00006959,11-03-26 14:25,USR30787,MCH8975,17568.71,UTR2542128457,7011,SUCCESS
TXN00005394,02-24-2026 04:08:19 PM,USR30787,MCH1205,14581.81,UTR2657008372,5411,PROCESSING
TXN00005394,02-24-2026 04:08:19 PM,USR30787,MCH1205,14581.81,UTR2657008372,5411,PROCESSING
TXN00002804,28-02-26 17:58,USR30788,MCH3264,24003.79,UTR7969526469,4131,S
TXN00004886,21-01-26 22:43,USR30788,MCH9786,22093.26,UTR1734833656,5812,COMPLETED
TXN00000192,03-11-26 23:24,USR30807,MCH8218,Rs. 22431.42,UTR1230489486,5411,TXN_SUCCESS
TXN00001524,02-07-26 11:37,USR30807,MCH7427,2544.51,UTR7470208841,5411,TXN_SUCCESS
TXN00003919,17-02-26 8:46,USR30808,MCH4079,16780.62,UTR2683022017,5411,S
TXN00012611,17-02-26 7:56,USR30812,MCH6140,6757.42,UTR9221516817,4131,S
TXN00004761,09-03-26 9:12,USR30815,MCH7388,12085.97,UTR5221375453,7011,Success
TXN00017839,1768415386,USR30829,MCH1307,"₹19,707.25",UTR2919171480,4131,SUCCESS
TXN00002193,08-02-26 13:14,USR30830,MCH4154,Rs. 16771.6,UTR9103433410,5812,TXN_SUCCESS
TXN00014264,03-24-2026 12:16:47 PM,USR30831,MCH5360,"INR 20,734",UTR9205747302,5411,Success
TXN00015121,26-02-26 0:18,USR30836,MCH2668,Rs. 14230.47,UTR1583296714,5912,SUCCESS
TXN00013089,1770341694,USR30843,MCH9364,17377.24,UTR9163647645,4131,S
TXN00003002,16-02-26 21:20,USR30848,MCH1868,19919.07,UTR2459399365,5411,SUCCESS
TXN00005108,03-24-2026 10:19:38 AM,USR30849,MCH4379,Rs. 2496.37,UTR1441023589,5411,TXN_SUCCESS
TXN00018087,06-02-26 12:03,USR30849,MCH7873,"₹9,700.70",UTR5135724742,5812,Declined
TXN00000603,31-03-26 18:12,USR30855,MCH7460,4433.49,UTR8928181336,,PENDING
TXN00008892,22-02-26 13:26,USR30856,MCH7474,Rs. 20796.31,UTR2841595560,5812,TXN_SUCCESS
TXN00015137,19-03-26 8:07,USR30863,MCH7671,-696.86,UTR3630167211,7011,Initiated
TXN00004276,18-03-26 18:30,USR30865,MCH7575,"INR 14,548",UTR2913332768,5411,TXN_SUCCESS
TXN00006109,10-02-26 2:36,USR30868,MCH3764,Rs. 4907.54,UTR0899560594,5411,S
TXN00001758,22-01-26 21:43,USR30868,MCH5768,12201.47,UTR6466420547,5812,Success
TXN00017401,21-03-26 5:09,USR30869,MCH8894,17602.61,UTR7751703233,4131,SUCCESS
TXN00016002,17-03-26 14:45,USR30873,MCH8808,18.25,UTR9539509781,5812,Initiated
TXN00000707,03-06-26 17:58,USR30875,MCH9208,8065.62,UTR1306550833,5411,Success
TXN00005261,09-01-26 22:19,USR30876,MCH9945,Rs. 5107.83,UTR4274821554,5812,TXN_SUCCESS
TXN00008091,16-02-26 7:38,USR30880,MCH8734,"₹21,568.25",UTR0134854184,,COMPLETED
TXN00000276,20-01-26 12:42,USR30883,MCH6718,-12542.89,UTR6612021921,7011,SUCCESS
TXN00013656,1770674223,USR30884,MCH8096,"INR 24,302",UTR0608666924,5812,TXN_SUCCESS
TXN00003279,09-03-26 0:22,USR30896,MCH1857,"₹8,347.37",UTR3184931333,7011,Success
TXN00001567,21-02-26 19:25,USR30898,MCH1392,16692.07,UTR9586122510,5812,COMPLETED
TXN00014614,07-01-26 19:04,USR30899,MCH1299,17448.14,UTR2696118982,5411,TXN_SUCCESS
TXN00008414,25-01-26 20:22,USR30900,MCH8612,"INR 11,310",UTR8609265828,5411,SUCCESS
TXN00011922,02-05-26 5:30,USR30902,MCH3129,-5781.2,UTR5558653621,5912,S
TXN00009900,03-02-26 8:31,USR30903,MCH2001,-1049.48,UTR4973130368,4131,TXN_FAILED
TXN00003145,20-03-26 1:22,USR30904,MCH2500,6728.65,UTR4617821475,7011,FAILED
TXN00011438,12-01-26 22:03,USR30913,MCH3643,23261.28,UTR1841613553,4131,TXN_SUCCESS
TXN00012061,03-30-2026 01:06:05 AM,USR30924,MCH7787,"₹23,808.01",UTR 7062041285,5912,COMPLETED
TXN00018529,23-02-26 0:08,USR30929,MCH2672,"₹12,979.70",UTR7643992267,,S
TXN00013528,25-01-26 13:20,USR30937,MCH2900,7058.24,UTR 9102826150,4131,COMPLETED
TXN00017079,29-03-26 22:51,USR30937,MCH3462,18484.85,UTR0207126395,5411,COMPLETED
TXN00013953,22-01-26,USR30941,MCH7482,"24,270.07",UTR 1189578077,7011,SUCCESS
TXN00011914,03-07-26 4:56,USR30941,MCH9420,"INR 22,991",UTR1739700987,7011,SUCCESS
TXN00018279,02-07-26 19:26,USR30943,MCH6174,1082.38,UTR0961715977,5411,TXN_SUCCESS
TXN00007395,27-02-26 22:01,USR30946,MCH7932,6962.65,UTR1680310438,5812,Success
TXN00002467,16-03-26 20:47,USR30946,MCH1780,9884.49,UTR2297127711,5411,COMPLETED
TXN00002783,14-03-26 19:23,USR30948,MCH9758,24530,UTR5375602508,5411,Success
TXN00017366,1773476744,USR30949,MCH4626,24167.15,,5912,S
TXN00003066,18-02-26 10:11,USR30953,MCH8168,6692.38,UTR4792944855,4131,COMPLETED
TXN00011082,22-01-26 19:10,USR30955,MCH9992,8245.26,UTR5341423632,5411,Success
TXN00014745,03-03-26 15:36,USR30958,MCH3452,2843.82,UTR6977474751,5912,TXN_SUCCESS
TXN00012720,18-02-26 21:11,USR30959,MCH1744,"1,470.19",UTR1053011192,5411,TXN_SUCCESS
TXN00010154,07-02-26 17:28,USR30966,MCH6137,1337.48,UTR1251270551,7011,S
TXN00010166,08-02-26 2:54,USR30973,MCH5272,"3,149.06",UTR7908765418,5411,PROCESSING
TXN00018064,03-07-26 22:00,USR30974,MCH9695,"INR 24,948",UTR8848707879,4131,SUCCESS
TXN00019912,01-08-26 13:15,USR30976,MCH7407,2570.03,UTR2429748044,7011,TXN_SUCCESS
TXN00012912,28-03-26,USR30978,MCH9908,24191.5,UTR9157318722,5411,S
TXN00012754,31-03-26 23:12,USR30980,MCH4149,1369.71,UTR3687845513,5411,Success
TXN00016929,11-03-26 3:33,USR30987,MCH3680,1589.98,UTR8764693869,5411,COMPLETED
TXN00006565,29-01-26 8:22,USR30991,MCH5618,3879.49,UTR6201168464,7011,COMPLETED
TXN00015474,13-01-26 11:24,USR30993,MCH9466,Rs. 1747.0,UTR3224000866,7011,COMPLETED
TXN00011550,25-02-26 5:31,USR31003,MCH1887,23829.91,UTR6429841320,4131,COMPLETED
TXN00001564,24-03-26 18:05,USR31004,MCH4110,Rs. 6877.4,UTR8005815992,5411,Success
TXN00007665,19-03-26 22:59,USR31006,MCH8588,8944.26,UTR3660086388,4131,TXN_SUCCESS
TXN00014167,22-03-26 5:49,USR31013,MCH6750,Rs. 7774.48,UTR 1871882802,5411,COMPLETED
TXN00002343,11-01-26 1:10,USR31013,MCH3388,2013.7,UTR0812964959,5912,COMPLETED
TXN00013165,27-01-26 22:19,USR31013,MCH4381,"₹7,976.77",UTR 3358232019,4131,TXN_SUCCESS
TXN00004608,14-03-26 19:50,USR31016,MCH8695,"₹4,578.51",UTR8332498723,4131,Success
TXN00003800,30-03-26 18:48,USR31023,MCH8749,14203.68,UTR8522053917,5912,S
TXN00001064,05-03-26 3:40,USR31026,MCH4746,10449.99,UTR9039828009,4131,Success
TXN00004917,22-02-26 1:52,USR31031,MCH6950,8202.68,UTR8920901569,4131,COMPLETED
TXN00001723,13-01-26 18:12,USR31049,MCH7143,7588.85,UTR 0913550716,7011,TXN_SUCCESS
TXN00008611,02-12-26 4:00,USR31060,MCH6985,10459.11,,5912,TXN_SUCCESS
TXN00007270,26-02-26 4:18,USR31065,MCH9453,"INR 8,881",UTR0015556591,,S
TXN00016693,18-02-26 21:25,USR31067,MCH7190,"INR 19,554",UTR7047920969,5411,S
TXN00012457,15-02-26 2:43,USR31073,MCH4749,Rs. 5666.01,UTR 4962198388,5912,SUCCESS
TXN00010349,27-02-26 9:13,USR31087,MCH7048,13029.57,UTR1711411754,,COMPLETED
TXN00000358,18-01-26 19:33,USR31087,MCH4647,14648.53,UTR9411139512,5411,SUCCESS
TXN00008250,22-01-26 3:29,USR31091,MCH7373,19947.08,UTR4090190758,5411,S
TXN00005940,16-02-26 0:43,USR31098,MCH1421,"₹7,039.30",,7011,COMPLETED
TXN00012155,02-02-26 7:37,USR31102,MCH4369,Rs. 14907.49,UTR8671344759,5812,S
TXN00009657,24-01-26 15:50,USR31115,MCH2309,23624.24,UTR8071927145,5411,TXN_FAILED
TXN00002277,24-02-26 17:35,USR31115,MCH8441,18592.41,UTR9605019648,,S
TXN00001925,01-12-26 0:49,USR31129,MCH6917,"INR 19,857",UTR5660884342,7011,Success
TXN00018810,12-03-26 19:13,USR31132,MCH6369,20390.41,UTR3583477807,5411,Success
TXN00002693,03-18-2026 07:25:05 PM,USR31137,MCH8958,258,UTR2235337212,7011,COMPLETED
TXN00010367,13-03-26 15:29,USR31141,MCH9279,20465.38,UTR7762396011,5912,COMPLETED
TXN00016489,30-03-26 11:37,USR31146,MCH9304,"24,672.05",UTR8830490566,,SUCCESS
TXN00000679,12-02-26 8:05,USR31152,MCH8916,24237.07,UTR1769128527,5411,S
TXN00009358,19-03-26 9:44,USR31153,MCH3679,4074.68,UTR9006814527,4131,TXN_SUCCESS
TXN00017834,1768623523,USR31163,MCH3679,11796.36,UTR4800587485,5912,TXN_SUCCESS
TXN00006039,01-22-2026 02:08:37 PM,USR31165,MCH1672,"₹3,178.78",UTR0837618096,5411,TXN_SUCCESS
TXN00017547,01-08-26 17:52,USR31165,MCH4770,19816.85,UTR8522204259,,COMPLETED
TXN00009655,24-01-26 3:55,USR31169,MCH1984,12991.03,UTR7359162928,5912,S
TXN00016241,01-28-2026 09:12:38 AM,USR31174,MCH6988,12530.5,UTR 1684394378,4131,TXN_SUCCESS
TXN00006670,03-25-2026 01:35:38 PM,USR31176,MCH9981,Rs. 3266.65,UTR6695965413,5812,SUCCESS
TXN00015544,27-01-26,USR31176,MCH5073,"₹18,609.58",UTR9542928237,5411,TXN_SUCCESS
TXN00016305,02-24-2026 03:32:18 PM,USR31177,MCH2632,"INR 15,866",UTR5634767753,5812,PROCESSING
TXN00014841,10-01-26 9:43,USR31183,MCH5336,5612.07,UTR9804239368,7011,Success
TXN00012886,14-03-26 2:36,USR31193,MCH6328,Rs. 2107.95,UTR6605659849,4131,Declined
TXN00018407,03-03-26 7:01,USR31197,MCH8903,22079.99,UTR1517865791,5411,SUCCESS
TXN00007619,09-01-26 10:21,USR31211,MCH8463,"24,280.79",,5411,S
TXN00010389,1773580390,USR31212,MCH7781,21709.42,UTR9755717628,5411,SUCCESS
TXN00004559,25-03-26 17:04,USR31215,MCH8484,"INR 23,294",,5812,TXN_SUCCESS
TXN00007020,22-01-26 8:19,USR31217,MCH1064,"₹18,693.82",UTR6294960143,,F
TXN00001441,22-01-26 19:35,USR31218,MCH6576,24248.1,UTR8645404517,5912,TXN_SUCCESS
TXN00008880,02-11-26 9:44,USR31220,MCH6913,"INR 5,365",UTR6213316753,5912,TXN_SUCCESS
TXN00006931,03-02-26 20:51,USR31227,MCH6772,8020.87,UTR1767785182,5912,Fail
TXN00009890,08-01-26 13:56,USR31231,MCH5699,"₹7,405.20",UTR3728948063,,Success
TXN00009890,08-01-26 13:56,USR31231,MCH5699,"₹7,405.20",UTR3728948063,,Success
TXN00003507,19-03-26 20:47,USR31233,MCH5800,24334.83,UTR6701366189,5411,Initiated
TXN00012514,01-12-26 7:52,USR31233,MCH4358,12913.33,UTR 1562236410,5411,COMPLETED
TXN00010709,03-18-2026 11:27:18 AM,USR31233,MCH7786,Rs. 16558.03,UTR0515801747,4131,COMPLETED
TXN00017978,03-18-2026 10:17:13 PM,USR31240,MCH7843,4583.11,UTR2010991446,5411,SUCCESS
TXN00006694,02-01-26 7:12,USR31245,MCH9150,20082.27,UTR3101463510,5912,S
TXN00003999,23-01-26 7:23,USR31245,MCH9012,"₹13,253.22",UTR1126293083,,Success
TXN00008717,12-02-26 22:25,USR31247,MCH3944,13140.55,UTR 3335894925,,S
TXN00016744,11-02-26 20:04,USR31253,MCH8997,22727.72,UTR0322670641,7011,SUCCESS
TXN00012865,03-04-26 6:43,USR31260,MCH1608,"INR 13,040",UTR0208291112,5411,SUCCESS
TXN00008906,30-03-26 6:07,USR31260,MCH6785,15673.33,UTR7097502257,5812,S
TXN00012315,10-03-26 17:04,USR31268,MCH9996,17108.4,UTR4757702385,5411,SUCCESS
TXN00004605,21-03-26 3:30,USR31271,MCH4034,18784.46,UTR2075782850,5411,Declined
TXN00013745,06-01-26 7:14,USR31273,MCH3511,2382.35,UTR8035214805,5812,TXN_FAILED
TXN00005921,25-02-26 13:27,USR31274,MCH1349,"INR 2,746",UTR9020909406,4131,SUCCESS
TXN00001337,28-02-26 14:45,USR31282,MCH7488,4996.57,UTR2053027035,5411,Success
TXN00013587,10-01-26 9:23,USR31286,MCH6859,23604.92,UTR9713156287,4131,S
TXN00002672,1774049806,USR31289,MCH3128,9884.32,UTR4292999196,5411,COMPLETED
TXN00004244,24-03-26 7:29,USR31292,MCH7641,"11,360.05",UTR7776973791,5411,S
TXN00008792,07-02-26 17:36,USR31300,MCH7855,Rs. 1454.13,UTR 1218687312,7011,Success
TXN00010527,14-03-26 12:50,USR31300,MCH3093,"₹14,568.02",UTR0635618723,5411,COMPLETED
TXN00013115,03-02-26 20:24,USR31302,MCH5054,"₹14,548.96",UTR0626929754,5411,Success
TXN00010969,01-03-26 1:05,USR31310,MCH3354,16440.78,UTR3400658817,5411,S
TXN00008185,03-09-26 15:58,USR31327,MCH3395,7227.36,UTR 7374893171,5912,S
TXN00007937,01-03-26 13:56,USR31329,MCH8002,12748.83,UTR7716970277,7011,FAILED
TXN00000202,11-01-26 19:56,USR31331,MCH1999,"INR 2,113",UTR5578226573,5411,S
TXN00003441,01-02-26 20:07,USR31331,MCH8999,8554.21,UTR4083787638,5912,PENDING
TXN00006429,12-02-26 18:52,USR31337,MCH2569,6714.5,,5411,S
TXN00004348,03-02-26 19:35,USR31339,MCH5029,13871.63,UTR1766290736,,S
TXN00013513,25-03-26 1:24,USR31346,MCH9562,18691.89,UTR3224682103,5411,SUCCESS
TXN00001266,17-01-26 21:00,USR31349,MCH5867,1820.45,UTR1772543415,4131,Success
TXN00002938,1769776781,USR31351,MCH1633,"₹14,598.48",UTR5383650137,5411,TXN_SUCCESS
TXN00008237,23-02-26 8:36,USR31358,MCH3412,"₹17,571.43",UTR1798131064,,PENDING
TXN00014249,28-01-26 22:52,USR31365,MCH4734,10639.63,UTR1999641497,7011,TXN_SUCCESS
TXN00006766,06-03-26 12:22,USR31365,MCH7395,Rs. 22644.86,UTR9325444215,7011,TXN_SUCCESS
TXN00009973,10-03-26 0:55,USR31370,MCH6510,23925.22,UTR9353097498,5812,TXN_SUCCESS
TXN00019226,18-01-26 7:44,USR31376,MCH3519,"INR 4,122",UTR9886546831,5912,SUCCESS
TXN00017399,03-14-2026 12:49:15 PM,USR31377,MCH4627,4035.24,UTR4386415044,5411,TXN_SUCCESS
TXN00010323,14-01-26 17:55,USR31377,MCH9050,23890.98,UTR4517141653,5411,TXN_SUCCESS
TXN00000970,03-02-26 23:28,USR31381,MCH2142,11906.5,UTR 5760867168,5411,TXN_SUCCESS
TXN00012183,1769409084,USR31385,MCH8705,"13,754.21",UTR5751689281,5411,S
TXN00012027,01-02-26 0:15,USR31388,MCH8571,18730.4,UTR9790937334,4131,COMPLETED
TXN00012869,06-01-26 14:42,USR31392,MCH4964,Rs. 14627.55,UTR1552850439,4131,S
TXN00007443,1770332551,USR31396,MCH9483,3363.72,UTR4763038859,5411,Initiated
TXN00002469,20-03-26 13:12,USR31398,MCH4437,11893.9,UTR2653646563,5411,TXN_SUCCESS
TXN00001236,27-02-26 21:04,USR31402,MCH8645,"9,219.47",UTR4621285082,5912,TXN_SUCCESS
TXN00018909,17-01-26 22:36,USR31409,MCH4978,"INR 12,840",UTR7399175551,5411,S
TXN00014831,21-01-26 8:13,USR31410,MCH8295,11305.69,UTR9342989334,5912,Success
TXN00014018,10-01-26 13:18,USR31412,MCH2709,492.42,UTR4746724547,4131,S
TXN00009889,06-03-26 22:13,USR31413,MCH1672,4609.19,UTR0619757770,5812,Success
TXN00005977,23-03-26 20:59,USR31414,MCH4351,1256.01,UTR4233322820,7011,Success
TXN00002979,25-03-26 20:45,USR31414,MCH3979,17595.46,UTR7388145849,5411,Success
TXN00004174,01-03-26 20:56,USR31416,MCH6395,13301.48,UTR2322429221,4131,Success
TXN00009974,01-23-2026 10:22:34 PM,USR31418,MCH1466,1520.31,UTR9636605650,4131,PROCESSING
TXN00000345,09-02-26,USR31435,MCH8116,9968.63,UTR1469746706,4131,FAILED
TXN00010090,08-03-26 13:19,USR31436,MCH8922,5682.76,UTR4617726078,4131,TXN_SUCCESS
TXN00009178,09-02-26 19:43,USR31443,MCH3928,"₹19,950.60",UTR3919527212,4131,Success
TXN00012099,26-01-26 20:17,USR31446,MCH1380,18570.84,UTR0129373267,5411,TXN_SUCCESS
TXN00017045,10-02-26 4:48,USR31452,MCH7956,2128.67,UTR8455242783,5812,S
TXN00015496,07-01-26 20:24,USR31453,MCH7754,"20,245.75",UTR7713592331,5411,F
TXN00011009,03-02-26 11:43,USR31459,MCH9374,16904.64,UTR8607694194,5912,Declined
TXN00014600,11-03-26 20:33,USR31478,MCH3709,24773.03,UTR0909588079,5812,F
TXN00003232,31-03-26 8:58,USR31482,MCH9446,15197.74,UTR5411345455,5912,SUCCESS
TXN00004562,12-02-26 15:06,USR31483,MCH4566,"INR 7,188",UTR9398711867,5912,FAILED
TXN00014574,15-03-26 20:04,USR31488,MCH7464,21310.36,UTR0914320928,4131,Declined
TXN00010402,10-01-26 16:56,USR31497,MCH5317,-6975.06,UTR2906158619,7011,COMPLETED
TXN00000235,01-01-26 1:19,USR31499,MCH4220,4889.12,UTR7361888279,5912,TXN_SUCCESS
TXN00010620,22-01-26 14:14,USR31499,MCH4309,4328.01,UTR2126972422,,TXN_SUCCESS
TXN00019661,08-02-26 13:53,USR31505,MCH1151,24323.41,UTR4886906721,7011,Initiated
TXN00007724,31-01-26 11:22,USR31510,MCH3043,18708.49,UTR3227743605,4131,COMPLETED
TXN00004422,25-03-26,USR31519,MCH4648,23918.44,UTR5465187911,5411,TXN_SUCCESS
TXN00003052,1774484325,USR31519,MCH9941,"12,081.16",,,Success
TXN00015652,17-01-26,USR31522,MCH3383,"INR 5,934",UTR5717822708,5411,TXN_SUCCESS
TXN00005857,07-01-26 8:53,USR31527,MCH5405,3605.47,UTR3746804276,7011,TXN_SUCCESS
TXN00005972,26-02-26 17:57,USR31531,MCH9457,Rs. 5030.77,UTR 2879049346,5411,SUCCESS
TXN00003269,24-01-26 22:25,USR31532,MCH6267,15714.38,UTR8104825519,5912,S
TXN00005073,18-03-26 4:02,USR31534,MCH8307,-12130.6,UTR3025037431,5912,Initiated
TXN00005073,18-03-26 4:02,USR31534,MCH8307,-12130.6,UTR3025037431,5912,Initiated
TXN00012647,03-01-26 0:29,USR31545,MCH6488,4148.85,UTR8305511744,,TXN_SUCCESS
TXN00006295,22-03-26 17:31,USR31551,MCH5573,21703.77,UTR 7443632079,5411,TXN_SUCCESS
TXN00003471,12-01-26 11:29,USR31552,MCH9852,₹488.43,UTR 5730256988,5912,SUCCESS
TXN00016130,27-01-26 1:41,USR31554,MCH2075,11039.78,UTR7242895666,7011,Success
TXN00009247,01-29-2026 10:20:58 AM,USR31558,MCH2370,"INR 12,235",UTR 5916589103,4131,S
TXN00016746,28-03-26 11:26,USR31566,MCH1717,13114.14,UTR2346103266,5411,COMPLETED
TXN00017446,06-02-26 2:44,USR31575,MCH1055,2691.89,UTR1462817668,5411,S
TXN00007730,1768758907,USR31577,MCH1931,13564.24,UTR9206909378,5812,SUCCESS
TXN00005221,13-02-26 21:42,USR31578,MCH9093,"INR 7,505",UTR6526687263,,FAILED
TXN00017080,25-03-26 4:56,USR31585,MCH9306,Rs. 22905.52,UTR 2288558823,7011,S
TXN00003297,21-03-26 10:57,USR31587,MCH5857,16211.47,UTR5017286926,4131,SUCCESS
TXN00016536,05-02-26 11:04,USR31591,MCH9316,16542.8,UTR1053606663,5912,S
TXN00003576,01-05-26 9:31,USR31591,MCH6424,"INR 9,293",UTR4659970427,,F
TXN00006358,01-01-26 22:32,USR31602,MCH8847,11460.54,UTR1055656506,5812,S
TXN00010739,20-01-26 21:00,USR31605,MCH8804,5626.5,UTR9048888305,5812,S
TXN00004274,22-02-26 18:47,USR31613,MCH2246,"₹11,940.63",UTR 0998889235,5912,SUCCESS
TXN00014362,16-01-26 16:00,USR31614,MCH5621,"INR 19,755",UTR2671691478,7011,COMPLETED
TXN00005234,06-01-26 23:41,USR31616,MCH9624,10274.18,UTR6978932380,5912,SUCCESS
TXN00009517,16-01-26 6:59,USR31623,MCH2377,"₹11,741.18",UTR6918451654,5912,TXN_SUCCESS
TXN00006572,29-03-26 1:52,USR31634,MCH8247,Rs. 156.56,UTR9089429074,5411,FAILED
TXN00007212,18-02-26 18:08,USR31645,MCH4242,4277.5,UTR7217318628,5411,S
TXN00018116,15-03-26,USR31651,MCH5710,2393.39,UTR9453929942,5812,COMPLETED
TXN00004308,26-01-26 2:54,USR31655,MCH4969,"₹15,756.03",UTR0456214755,5912,COMPLETED
TXN00003123,12-01-26 12:50,USR31660,MCH8656,"1,572.53",UTR6512965443,5411,S
TXN00014609,03-03-26 3:29,USR31671,MCH4611,12854.02,UTR1933767028,,FAILED
TXN00000254,02-17-2026 04:26:23 AM,USR31671,MCH1258,"INR 7,930",,5812,Success
TXN00007314,05-02-26 4:02,USR31672,MCH2158,9070.95,UTR8174896430,5912,S
TXN00013302,10-01-26 20:32,USR31693,MCH1648,5344.06,UTR8369635991,5912,Success
TXN00007464,10-01-26 11:41,USR31702,MCH5191,9213.7,UTR7127991292,5912,S
TXN00015545,01-01-26 22:58,USR31703,MCH1634,"INR 18,655",UTR1970615630,4131,S
TXN00005709,07-03-26 18:46,USR31705,MCH8513,"INR 16,418",UTR4177134432,,S
TXN00004181,08-02-26 10:01,USR31706,MCH3136,10073.57,UTR6752141784,,TXN_SUCCESS
TXN00013660,03-18-2026 10:56:57 AM,USR31706,MCH8047,1772.65,UTR5634568618,4131,Declined
